created_at,order_number,sku,qty_ordered
"2017-11-09 05:48:13",2001891,BM0C7D5,6.0000
"2017-11-09 06:58:25",2001894,BM0C9C7,2.0000
"2017-11-09 08:48:31",2001895,BM9J7N7,30.0000
"2017-11-09 09:39:42",2001897,BM9K5K9,1.0000
"2017-11-09 09:39:42",2001897,BM9K5L1,1.0000
"2017-11-09 09:39:42",2001897,BM9K5L2,1.0000
"2017-11-09 09:39:42",2001897,BM9K5L3,1.0000
"2017-11-09 09:39:42",2001897,BM9J1L8,8.0000
"2017-11-09 09:39:42",2001897,BM9K5L4,2.0000
"2017-11-09 09:39:42",2001897,BM9K5L5,1.0000
"2017-11-09 09:39:42",2001897,BM9K5L6,1.0000
"2017-11-09 09:39:42",2001897,BM9K5L7,1.0000
"2017-11-09 09:39:42",2001897,BM9K5L8,1.0000
"2017-11-09 09:39:42",2001897,BM9K5L9,1.0000
"2017-11-09 09:39:42",2001897,BM9K5M1,12.0000
"2017-11-09 09:39:42",2001897,BM9K5M2,1.0000
"2017-11-09 09:27:01",2001896,BM0Y9P3,2.0000
"2017-11-09 10:37:01",2001898,BM0Q8U1,5.0000
"2017-11-09 10:45:45",2001899,BM9K6H3,40.0000
"2017-11-09 12:26:23",2001906,BM9K6A9,100.0000
"2017-11-10 05:42:03",2001910,BM9G6M5,1.0000
"2017-11-10 05:42:03",2001910,BM9G6M6,2.0000
"2017-11-10 05:42:03",2001910,BM9G6M7,2.0000
"2017-11-13 06:48:50",2001956,BM9K5J7,30.0000
"2017-11-10 06:24:16",2001911,BM9E3E4,15.0000
"2017-11-10 07:12:03",2001913,BM9K6M5,1.0000
"2017-11-10 07:09:57",2001912,BM0C7I4,6.0000
"2017-11-10 07:09:57",2001912,BM0Q8Y0,6.0000
"2017-11-10 07:09:57",2001912,BM0Q8U1,12.0000
"2017-11-10 09:08:44",2001917,BM9J1G4,100.0000
"2017-11-10 08:56:22",2001916,BM9J9K9,1.0000
"2017-11-10 08:56:22",2001916,BM9J9L1,1.0000
"2017-11-10 08:56:22",2001916,BM9J9L2,1.0000
"2017-11-10 08:56:22",2001916,BM9J9L3,1.0000
"2017-11-10 08:56:22",2001916,BM9J9L4,1.0000
"2017-11-10 08:56:22",2001916,BM9J9L5,1.0000
"2017-11-10 08:56:22",2001916,BM9J9L6,1.0000
"2017-11-10 08:56:22",2001916,BM9J9L7,1.0000
"2017-11-10 08:56:22",2001916,BM9J9L8,1.0000
"2017-11-10 08:56:22",2001916,BM9J9L9,1.0000
"2017-11-10 08:56:22",2001916,BM9J9M1,1.0000
"2017-11-10 08:56:22",2001916,BM9J9M2,1.0000
"2017-11-10 09:12:34",2001918,BM9H9W5,3.0000
"2017-11-10 09:12:34",2001918,BM9H9W6,3.0000
"2017-11-10 09:12:34",2001918,BM0C7I2,10.0000
"2017-11-10 09:12:34",2001918,BM9H9W7,5.0000
"2017-11-10 09:12:34",2001918,BM9H9H5,10.0000
"2017-11-10 09:12:34",2001918,BM9H9H6,10.0000
"2017-11-10 09:12:34",2001918,BM9H9W8,10.0000
"2017-11-10 09:12:34",2001918,BM9H9W9,10.0000
"2017-11-10 09:12:34",2001918,BM9K6B5,50.0000
"2017-11-10 10:31:56",2001921,BM9E8Z7,30.0000
"2017-11-10 11:45:45",2001931,BM9J2R9,1.0000
"2017-11-10 11:45:45",2001931,BM9K4V5,1.0000
"2017-11-10 12:21:19",2001933,BM9K6L9,2.0000
"2017-11-10 12:36:01",2001934,BM9H5P9,2400.0000
"2017-11-13 05:37:46",2001953,BM0C8T1,1.0000
"2017-11-11 09:10:13",2001940,BM9K6Q2,5.0000
"2017-11-13 06:17:06",2001954,BM0Q8X7,3.0000
"2017-11-13 06:17:06",2001954,BM0C8T1,1.0000
"2017-11-13 07:42:00",2001957,BM9K6T3,2750.0000
"2017-11-13 07:42:00",2001957,BM9K6T4,7240.0000
"2017-11-13 10:08:51",2001960,BM9K5T5,100.0000
"2017-11-13 10:08:51",2001960,BM9C4L6,1.0000
"2017-11-13 08:37:42",2001958,BM9J8M7,25.0000
"2017-11-13 08:37:42",2001958,BM9J8M8,10.0000
"2017-11-13 08:37:42",2001958,BM9J8M9,10.0000
"2017-11-13 08:37:42",2001958,BM9J8N1,10.0000
"2017-11-13 08:37:42",2001958,BM9J8N2,10.0000
"2017-11-13 08:37:42",2001958,BM9J8N3,5.0000
"2017-11-13 08:37:42",2001958,BM9J8N4,5.0000
"2017-11-13 08:37:42",2001958,BM9J8N5,5.0000
"2017-11-13 08:37:42",2001958,BM9J8N6,5.0000
"2017-11-13 08:37:42",2001958,BM9J8N7,5.0000
"2017-11-13 08:37:42",2001958,BM9J8N8,5.0000
"2017-11-13 08:37:42",2001958,BM9J8N9,5.0000
"2017-11-13 08:37:42",2001958,BM9J8P1,5.0000
"2017-11-13 08:37:42",2001958,BM9J8P2,5.0000
"2017-11-13 08:37:42",2001958,BM9J8U3,10.0000
"2017-11-13 08:37:42",2001958,BM9J8U4,5.0000
"2017-11-13 08:37:42",2001958,BM1A5Q5,5.0000
"2017-11-13 08:37:42",2001958,BM9J7K4,6.0000
"2017-11-13 08:37:42",2001958,BM9J7K5,6.0000
"2017-11-13 08:37:42",2001958,BM9J7K6,6.0000
"2017-11-13 08:37:42",2001958,BM9J7K7,10.0000
"2017-11-13 08:37:42",2001958,BM9J7K8,3.0000
"2017-11-13 08:37:42",2001958,BM9J7K9,5.0000
"2017-11-13 08:37:42",2001958,BM9J7L1,10.0000
"2017-11-13 08:37:42",2001958,BM9J7L2,10.0000
"2017-11-13 08:37:42",2001958,BM9J7L3,5.0000
"2017-11-13 08:37:42",2001958,BM9J7L4,5.0000
"2017-11-13 08:37:42",2001958,BM9A9R7,1.0000
"2017-11-13 08:37:42",2001958,BM9A9X6,1.0000
"2017-11-13 10:02:16",2001959,BM9K4R8,2.0000
"2017-11-13 10:09:33",2001961,BM9K6V9,5.0000
"2017-11-13 10:09:33",2001961,BM9K6W1,5.0000
"2017-11-13 10:16:48",2001963,BM9K4R3,1.0000
"2017-11-13 10:13:02",2001962,BM9K5X8,1.0000
"2017-11-14 08:49:39",2001982,BM9F4C8,1.0000
"2017-11-14 06:33:23",2001977,BM9K7B1,2100.0000
"2017-11-14 06:35:15",2001978,BM9J6S3,20.0000
"2017-11-14 06:35:15",2001978,BM9J6S4,20.0000
"2017-11-14 06:35:15",2001978,BM9J6S5,2.0000
"2017-11-14 06:35:15",2001978,BM9J9G5,1.0000
"2017-11-14 09:26:47",2001988,BM9K3E2,10.0000
"2017-11-14 11:18:35",2001991,BM0K8H6,99.0000
"2017-11-14 11:51:01",2001993,BM9K6P2,1.0000
"2017-11-14 11:51:01",2001993,BM9K6P3,1.0000
"2017-11-14 11:51:01",2001993,BM9K6P4,1.0000
"2017-11-14 11:51:01",2001993,BM9K6P5,1.0000
"2017-11-15 05:03:11",2002003,BM9G8V2,1.0000
"2017-11-15 05:03:11",2002003,BM9K7E6,1.0000
"2017-11-14 13:11:12",2001994,BM9K2K8,1.0000
"2017-11-14 13:11:12",2001994,BM9K2K9,20.0000
"2017-11-14 13:11:12",2001994,BM9K2L1,20.0000
"2017-11-14 13:11:12",2001994,BM9K2L2,20.0000
"2017-11-15 03:50:28",2002000,BM9J8H1,100.0000
"2017-11-15 03:50:28",2002000,BM9J8H2,100.0000
"2017-11-15 03:50:28",2002000,BM9A6U8,100.0000
"2017-11-15 03:55:09",2002001,BM9J9V6,25.0000
"2017-11-15 03:55:09",2002001,BM9J9V7,25.0000
"2017-11-15 03:56:32",2002002,BM9B1L1,10.0000
"2017-11-15 06:28:36",2002005,BM0Q8X7,2.0000
"2017-11-15 06:28:36",2002005,BM0C7D3,1.0000
"2017-11-15 07:03:54",2002006,BM9K6M6,1.0000
"2017-11-15 10:13:45",2002012,BM9K7A6,1.0000
"2017-11-15 10:13:45",2002012,BM9K7A7,1.0000
"2017-11-15 10:13:45",2002012,BM9K7A8,1.0000
"2017-11-15 10:13:45",2002012,BM9K7A9,1.0000
"2017-11-15 10:13:45",2002012,BM9H5Q4,20.0000
"2017-11-15 08:48:27",2002008,BM9J8H3,6922.0000
"2017-11-15 08:48:27",2002008,BM9J8H4,3959.0000
"2017-11-15 08:48:27",2002008,BM9J8H6,22398.0000
"2017-11-15 08:54:16",2002009,BM9J9E2,5000.0000
"2017-11-15 10:12:38",2002011,BM9K4G5,2.0000
"2017-11-17 09:32:18",2002048,BM9K6G8,4.0000
"2017-11-17 09:32:18",2002048,BM9C4L6,1.0000
"2017-11-15 12:43:58",2002013,BM1G0R0,240.0000
"2017-11-16 06:49:39",2002019,BM0K8Y5,5.0000
"2017-11-16 06:49:39",2002019,BM0K8Y0,100.0000
"2017-11-16 06:49:39",2002019,BM0K9Z0,50.0000
"2017-11-16 06:49:39",2002019,BM0K8J3,50.0000
"2017-11-16 06:49:39",2002019,BM0K9Y7,50.0000
"2017-11-16 06:49:39",2002019,BM0K8V4,10.0000
"2017-11-16 06:42:43",2002018,BM9K6X5,350.0000
"2017-11-16 08:27:48",2002020,BM9K3K4,10.0000
"2017-11-16 08:29:24",2002021,BM9K7K9,1.0000
"2017-11-16 08:53:53",2002022,BM9B9B9,70.0000
"2017-11-16 09:49:48",2002024,BM0Q8Y4,2.0000
"2017-11-16 09:49:48",2002024,BM1G0J1,2.0000
"2017-11-16 09:49:48",2002024,BM1G0J3,3.0000
"2017-11-16 09:49:48",2002024,BM0C7U8,1.0000
"2017-11-16 09:49:48",2002024,BM0C8T7,1.0000
"2017-11-16 09:49:48",2002024,BM4K3R4,1.0000
"2017-11-16 09:49:48",2002024,BM0Q8X6,2.0000
"2017-11-16 09:49:48",2002024,BM0C9M9,1.0000
"2017-11-16 09:49:48",2002024,BM0C7D3,1.0000
"2017-11-16 09:49:48",2002024,BM4K3P7,1.0000
"2017-11-16 09:48:49",2002023,BM0C6Z9,24.0000
"2017-11-16 09:48:49",2002023,BM0Q8X7,24.0000
"2017-11-16 09:48:49",2002023,BM1G0A1,24.0000
"2017-11-16 09:48:49",2002023,BM0O6H8,12.0000
"2017-11-16 09:48:49",2002023,BM0C7U8,6.0000
"2017-11-16 09:48:49",2002023,BM1G0E9,2.0000
"2017-11-16 12:10:31",2002032,BM9K6B1,2.0000
"2017-11-16 12:52:45",2002033,BM9C4L6,1.0000
"2017-11-16 13:15:30",2002034,BM9K4Q5,1.0000
"2017-11-16 13:15:30",2002034,BM9K6T1,4.0000
"2017-11-16 13:15:30",2002034,BM9K7Y9,4.0000
"2017-11-16 13:15:30",2002034,BM9K7Z1,4.0000
"2017-11-17 07:26:52",2002046,BM9K7L7,1.0000
"2017-11-17 07:24:14",2002045,BM9J8U3,10.0000
"2017-11-17 07:24:14",2002045,BM9J8U4,5.0000
"2017-11-17 07:24:14",2002045,BM9J7L4,5.0000
"2017-11-17 07:24:14",2002045,BM9A9R7,1.0000
"2017-11-17 07:24:14",2002045,BM9A9X6,1.0000
"2017-11-17 07:20:46",2002044,BM0K8Y0,150.0000
"2017-11-17 07:20:46",2002044,BM0K9A7,10.0000
"2017-11-17 07:20:46",2002044,BM9E9F8,48.0000
"2017-11-17 07:20:46",2002044,BM0K8H6,30.0000
"2017-11-17 07:20:46",2002044,BM0K8J3,20.0000
"2017-11-17 10:03:40",2002049,BM9K7F1,10.0000
"2017-11-17 10:03:40",2002049,BM9K7F2,1.0000
"2017-11-17 10:46:14",2002050,BM9H5Y6,420.0000
"2017-11-17 11:11:38",2002052,BM9J1N3,200.0000
"2017-11-17 12:38:29",2002054,BM1G0F0,1.0000
"2017-11-17 13:49:50",2002055,BM9H5Q1,1500.0000
"2017-11-18 06:10:28",2002062,BM9K7R7,1000.0000
"2017-11-18 06:10:28",2002062,BM9K7R8,500.0000
"2017-11-18 06:10:28",2002062,BM9K7R9,10.0000
"2017-11-18 06:10:28",2002062,BM9K7S1,5.0000
"2017-11-18 06:10:28",2002062,BM9K7S2,5.0000
"2017-11-18 06:10:28",2002062,BM9K7S3,10.0000
"2017-11-18 06:10:28",2002062,BM9K7S4,10.0000
