id,aliasname,address,sap_id,created_at,updated_at
3354,"Sushma Dial Services",,1676,"2018-07-19 06:56:29","2018-07-19 06:56:33"
3355,"Sovereign Kraft",,1677,"2018-07-19 07:15:36","2018-07-19 07:16:45"
3356,"Samrat Hotel",,1678,"2018-07-20 09:47:14","2018-07-20 09:47:14"
3357,"JSW Global Business Solutions",,1679,"2018-07-21 06:26:14","2018-07-21 06:27:45"
3358,"Jumbotail Technologies",,1680,"2018-07-21 08:15:32","2018-07-21 08:16:55"
3359,"Sparsh Welfare Trust",,1681,"2018-07-23 05:03:24","2018-07-23 05:07:36"
3360,"AIC Lab Equipments",,1682,"2018-07-23 05:59:58","2018-08-11 05:34:39"
3361,"Spacenex Aero",,1683,"2018-07-23 09:36:54","2018-07-23 09:49:54"
3362,Inarco,,1684,"2018-07-24 06:34:23","2018-09-06 06:11:11"
3363,"Godfrey Phillips",,1685,"2018-07-25 11:26:49","2018-07-25 11:28:23"
3364,"Dyok Systems",,1686,"2018-07-26 07:46:11","2018-07-26 07:46:13"
3365,"Casio India",,1687,"2018-07-27 08:29:29","2018-07-27 08:30:38"
3366,"Kuber Build Tech",,1688,"2018-07-27 10:00:07","2018-07-27 10:00:12"
3367,"Probox Solutions",,1689,"2018-07-30 07:17:26","2018-07-30 07:18:48"
3368,Zomato,,1690,"2018-07-31 07:09:08","2018-07-31 07:12:54"
3369,"Avadh Industries",,1691,"2018-08-02 10:06:54","2018-08-02 12:02:05"
3370,"Desai Enterprises",,1692,"2018-08-02 13:28:26","2018-08-02 13:28:28"
3372,"UMAC Avionics",,1694,"2018-08-06 11:41:08","2018-08-06 11:42:51"
3373,"Acon Traders USA",,1695,"2018-08-06 12:57:38","2018-08-06 13:02:41"
3374,"Talis Valves ",,1696,"2018-08-07 09:09:50","2018-10-10 11:18:22"
3375,"Aniba Solutions",,1697,"2018-08-08 09:42:35","2018-08-08 09:42:38"
3376,"Cedar Management Consulting",,1698,"2018-08-09 09:42:34","2018-08-10 11:19:37"
3377,"Swaraj Enterprises",,1699,"2018-08-10 06:25:58","2018-08-10 06:46:51"
3378,"NTPC Ltd. ",,1700,"2018-08-10 08:08:52","2018-08-10 08:08:54"
3379,"The Suryaa",,1701,"2018-08-10 09:39:53","2018-08-10 09:41:00"
3380,"Aira Trex Solutions",,1702,"2018-08-10 11:54:24","2018-08-10 11:54:25"
3381,"National Cold Tyre",,1703,"2018-08-11 05:06:36","2018-08-11 05:14:11"
3382,"Delhi International Airport",,1704,"2018-07-04 07:12:15","2018-08-11 06:00:52"
3383,"Bhavya Machine Tools",,1705,"2018-08-16 05:30:25","2018-08-16 05:32:19"
3384,"JSW Steel ",,1706,"2017-07-17 12:42:06","2018-08-16 07:35:29"
3385,GLOBUS,,1707,"2018-08-16 08:15:13","2018-08-16 08:15:18"
3386,"SRF Ltd.",,1709,"2018-08-18 08:56:36","2018-10-11 11:41:59"
3387,"S and S Industrial Enterprises",,1710,NULL,NULL
3388,"Zodiac Energy",,1711,"2018-08-20 06:59:23","2018-08-20 06:59:25"
3389,"Aditya Birla Group",,1712,"2018-03-19 06:38:18","2018-08-21 07:09:45"
3390,"Lear Corporation",,1713,"2018-08-21 11:30:35","2018-08-21 11:31:57"
3391,Carlsberg,,1714,"2018-08-21 11:38:12","2018-09-07 06:47:28"
3392,Konecranes,,1715,"2018-08-23 06:11:01","2018-08-23 06:11:02"
3393,"Pureport Engineering",,1716,"2018-08-24 05:19:25","2018-08-24 05:19:30"
3394,"Signature Cosmetics and Fragrances",,1717,"2018-08-24 09:17:50","2018-08-24 09:17:54"
3395,"Enzene Biosciences",,1718,"2018-08-28 10:22:39","2018-09-29 10:11:59"
3396,"K. L. Project",,1719,"2018-08-29 07:38:53","2018-08-29 07:38:53"
3397,"L. P. Gas",,1720,"2018-08-29 08:02:59","2018-08-29 08:02:59"
3398,"Sapura Energy",,1721,"2018-08-29 09:35:09","2018-10-12 12:07:03"
3399,"Shriram EPC",,1722,"2018-08-29 09:39:18","2018-08-29 09:39:18"
3400,"Indian Institute of Maize Research",,1723,"2018-08-29 09:41:58","2018-08-29 09:41:58"
3401,"KG Offshore Services",,1724,"2018-08-29 09:46:21","2018-08-29 09:46:21"
3402,"HD Wires",,1725,"2018-08-29 09:56:38","2018-08-29 09:56:38"
3403,"Orchid Chemicals and Pharmaceuticals",,1726,"2018-08-29 09:58:45","2018-10-09 13:27:21"
3404,"Ask Automotive",,1727,"2018-08-29 10:03:08","2018-08-29 10:03:08"
3405,"Tripura Natural Gas Company",,NULL,"2018-08-29 10:24:04","2018-08-29 10:24:04"
3406,"Savair Energy",,1728,"2018-08-29 10:53:02","2018-09-01 05:11:33"
3407,"Das Offshore Engineering",,1729,"2018-08-29 10:54:08","2018-08-29 10:54:08"
3408,"Bombardiar Transportation India",,1730,"2018-08-29 11:00:02","2018-08-29 11:00:02"
3409,"Sri Vinayaga Industries",,1731,"2018-08-29 11:01:21","2018-08-29 11:01:21"
3410,"Electro Flux Equipments",,1732,"2018-08-29 11:05:51","2018-08-29 11:05:51"
3411,"Seoyon E-Hwa Automotive",,1733,"2018-08-29 11:07:22","2018-08-29 11:07:22"
3412,"Precision Equipments",,1734,"2018-08-29 11:08:48","2018-08-29 11:08:48"
3413,"NS Instruments",,1735,"2018-08-29 11:11:26","2018-08-29 11:11:26"
3414,"Roto Auto Engineering Solutions",,1736,"2018-08-29 11:15:35","2018-08-29 11:15:35"
3415,"Metal Forms",,1737,"2018-08-29 11:16:53","2018-09-18 06:02:49"
3416,"Consul Neowatt Power Solutions",,1738,"2018-08-29 11:18:19","2018-08-29 11:18:19"
3417,"Division of Plant Physiology",,1739,"2018-08-29 11:20:04","2018-08-29 11:20:04"
3418,"Lonestar Industries",,1740,"2018-08-29 13:06:12","2018-08-29 13:06:12"
3419,"Scigenics India",,1741,"2018-08-29 13:07:10","2018-08-29 13:07:10"
3420,"Royal Sundaram General Insurance",,1742,"2018-08-29 13:08:00","2018-08-29 13:08:00"
3421,"BKT Tyres",,1743,"2018-08-29 13:10:46","2018-08-29 13:10:46"
3422,Panasonic,,1744,"2018-08-29 13:12:21","2018-09-27 11:19:10"
3423,"Colourtex Industries",,1745,"2018-08-29 13:22:32","2018-08-29 13:22:32"
3424,"Duke Offshore",,1746,"2018-08-30 04:32:51","2018-08-30 04:32:51"
3425,"Hilton Hotel",,1747,"2018-08-30 05:09:00","2018-09-05 06:02:31"
3426,"Patvin Engineering",,1748,"2018-08-30 05:13:19","2018-08-30 05:13:19"
3427,"Indian Express",,1749,"2018-08-30 05:24:13","2018-08-30 05:24:13"
3428,Apcotex,,1750,"2018-08-30 11:10:14","2018-08-30 11:10:16"
3429,CRIDA,,1751,"2018-08-30 11:16:00","2018-08-30 11:17:26"
3430,"Keihin Fie",,1752,"2018-08-31 06:09:16","2018-08-31 06:09:21"
3431,"Mathew Associates",,1753,"2018-09-03 09:46:52","2018-09-03 09:50:43"
3432,"Vardhman Industries",,1754,"2018-09-05 06:39:23","2018-09-05 06:39:23"
3433,JSW,,1755,"2018-09-05 07:08:19","2018-09-11 09:50:35"
3434,Apar,,,"2018-09-05 07:30:35","2018-09-05 07:30:35"
3435,GRP,,1756,"2018-09-05 09:03:31","2018-09-05 09:03:31"
3436,"Adarsh Oxygen",,1757,"2018-09-05 09:08:16","2018-09-05 09:08:16"
3437,"Madhyachal Steel",,1758,"2018-09-05 09:10:02","2018-09-06 04:22:12"
3438,"RINA ",,1759,"2018-09-05 09:23:40","2018-09-05 09:23:40"
3439,"SK Oilfiled",,1760,"2018-09-05 09:25:27","2018-09-05 09:25:27"
3440,"Hindustan Times",,1761,"2018-09-05 09:33:28","2018-09-05 09:35:41"
3441,"Oberoi Hotels",,1762,"2018-09-05 09:39:19","2018-09-05 09:39:19"
3442,"Wam India",,1763,"2018-09-05 09:41:54","2018-09-05 09:41:54"
3443,"Ayoki Exports",,1764,"2018-09-06 05:48:07","2018-09-12 07:31:43"
3444,"Indraprashta Gas",,1765,"2018-09-06 09:17:33","2018-09-06 12:18:32"
3445,"DP World",,1766,"2018-09-07 06:34:13","2018-09-07 06:36:19"
3446,GEM,,NULL,NULL,NULL
3447,"Value Beverages",,1767,"2018-09-10 05:30:52","2018-09-26 09:47:01"
3448,"Jash Engineering",,1768,"2018-09-12 06:52:11","2018-09-12 06:52:12"
3449,"Orient Enterprise",,1770,"2018-09-17 05:13:00","2018-09-17 05:45:35"
3450,"Avi Appliance",,1771,"2018-09-17 05:48:21","2018-09-17 05:51:46"
3451,"Knexir Consultants",,1773,"2018-09-19 11:28:13","2018-10-11 11:38:48"
3452,BITUFLEX,,1774,"2018-09-20 10:31:43","2018-09-28 09:57:52"
3453,"Mirza International",,1775,"2018-09-20 10:33:39","2018-09-20 10:35:03"
3454,"Jaico Enterprise",,1776,"2018-09-21 06:10:21","2018-09-21 06:11:57"
3455,"Daulat Ram Engineering Services",,1777,"2018-09-21 09:12:47","2018-09-21 09:16:19"
3456,"Marriott International",,1778,"2018-09-21 10:37:12","2018-09-21 10:38:21"
3457,"Ascott Beverly Park Hospitality",,1779,"2018-09-25 04:51:22","2018-09-25 04:51:28"
3458,"Tetra Pak India",,1780,"2018-09-25 05:07:36","2018-09-25 05:10:00"
3459,"Landmark Cars",,1781,"2018-09-25 06:47:30","2018-09-25 06:48:37"
3460,"MS Technosys",,1782,"2018-09-25 12:46:32","2018-09-25 12:48:46"
3461,"Air India",,1783,"2018-09-26 09:53:50","2018-09-26 09:55:20"
3462,Google,,1785,"2018-09-27 07:12:07","2018-09-27 11:44:11"
3463,"GMM Pfaudler",,1784,"2018-09-27 07:01:15","2018-09-27 07:01:17"
3464,"MEP International",,1787,"2018-09-28 07:30:09","2018-09-28 07:30:10"
3465,"East West Pipeline",,1788,"2018-09-28 10:03:55","2018-09-28 10:04:20"
3466,PRISM,,1789,"2018-09-29 05:59:55","2018-09-29 06:00:04"
3467,"Diesel Gen Services",,1791,"2018-10-03 04:49:33","2018-10-03 04:52:28"
3468,"Punj Lloyd",,1792,"2018-10-03 12:43:30","2018-10-03 12:45:17"
3469,"Suzuki Motor",,1793,"2018-10-04 12:23:52","2018-10-08 04:58:40"
3470,"Flextronics Technologies",,1794,NULL,NULL
3471,"Kemwell Biopharma",,1795,"2018-10-05 11:44:11","2018-10-05 12:06:06"
3472,"ARB Buildcon",,1796,"2018-10-08 07:07:58","2018-10-10 16:56:22"
3473,Brahmaputra,,1797,"2018-10-10 06:39:27","2018-10-10 06:40:15"
3474,"Dr. Lal PathLabs",,1799,"2018-10-12 06:06:49","2018-10-12 06:08:33"
3475,"Odisha Power Generation",,1800,"2018-10-12 08:32:28","2018-10-12 08:34:03"
3476,"Ruchi Soya Industries",,1801,"2018-10-12 10:11:19","2018-10-12 10:11:21"
3477,Flex,,1802,"2018-10-04 13:14:43","2018-10-12 12:47:35"
3478,"Ambuja Cements",,1804,"2018-10-12 12:07:59","2018-10-12 12:09:56"
3479,ABInBev,,1805,"2018-10-12 12:34:45","2018-10-12 12:37:56"
3480,ACCIONA,,1806,"2018-10-13 07:29:46","2018-10-13 07:29:47"
