legacy_id,payment_id,order_legacy_id,payment_method,amount_received,amount_left,payment_due_date,payment_received_date,entry_date,comments,invoice_legacy_id,remote_reference,followup_date,payment_currency,tally_remote_uid,currency_rate
2340,100000503,595,banktransfer,4500.00,0.00,NULL,NULL,2017-08-11,NULL,917,NULL,NULL,0,NULL,1.0000
2341,100000502,594,banktransfer,12186.00,0.00,NULL,NULL,2017-08-11,NULL,918,NULL,NULL,0,NULL,1.0000
2342,100000501,593,banktransfer,69300.00,0.00,NULL,NULL,2017-08-11,NULL,919,NULL,NULL,0,NULL,1.0000
2343,100000499,591,banktransfer,18276.00,0.00,NULL,NULL,2017-08-11,NULL,920,NULL,NULL,0,NULL,1.0000
2344,100000498,590,banktransfer,22054.00,0.00,NULL,NULL,2017-08-11,NULL,921,NULL,NULL,0,NULL,1.0000
2345,100000490,582,banktransfer,3949.00,0.00,NULL,NULL,2017-08-11,NULL,922,NULL,NULL,0,NULL,1.0000
2346,100000487,579,banktransfer,1969.00,0.00,NULL,NULL,2017-08-11,NULL,923,NULL,NULL,0,NULL,1.0000
2347,100000486,578,banktransfer,16608.00,0.00,NULL,NULL,2017-08-11,NULL,924,NULL,NULL,0,NULL,1.0000
2348,100000485,577,banktransfer,48938.00,0.00,NULL,NULL,2017-08-11,NULL,925,NULL,NULL,0,NULL,1.0000
2349,100000484,576,banktransfer,15649.00,0.00,NULL,NULL,2017-08-11,NULL,926,NULL,NULL,0,NULL,1.0000
2350,100000483,575,banktransfer,7272.00,0.00,NULL,NULL,2017-08-11,NULL,927,NULL,NULL,0,NULL,1.0000
2351,100000482,574,banktransfer,54123.00,0.00,NULL,NULL,2017-08-11,NULL,928,NULL,NULL,0,NULL,1.0000
2352,100000478,570,banktransfer,180000.00,0.00,NULL,NULL,2017-08-11,NULL,929,NULL,NULL,0,NULL,1.0000
2353,100000475,567,banktransfer,13056.00,0.00,NULL,NULL,2017-08-11,NULL,930,NULL,NULL,0,NULL,1.0000
2354,100000472,564,banktransfer,14842.00,0.00,NULL,NULL,2017-08-11,NULL,931,NULL,NULL,0,NULL,1.0000
2355,100000471,563,banktransfer,31494.00,0.00,NULL,NULL,2017-08-11,NULL,932,NULL,NULL,0,NULL,1.0000
2356,100000470,562,banktransfer,25313.00,0.00,NULL,NULL,2017-08-11,NULL,933,NULL,NULL,0,NULL,1.0000
2357,100000461,553,banktransfer,96186.00,0.00,NULL,NULL,2017-08-11,NULL,934,NULL,NULL,0,NULL,1.0000
2358,100000460,552,banktransfer,15000.00,0.00,NULL,NULL,2017-08-11,NULL,935,NULL,NULL,0,NULL,1.0000
2359,100000458,550,banktransfer,860625.00,0.00,NULL,NULL,2017-08-11,NULL,936,NULL,NULL,0,NULL,1.0000
2360,100000457,549,banktransfer,3488.00,0.00,NULL,NULL,2017-08-11,NULL,937,NULL,NULL,0,NULL,1.0000
2361,100000456,548,banktransfer,11138.00,0.00,NULL,NULL,2017-08-11,NULL,938,NULL,NULL,0,NULL,1.0000
2362,100000450,542,banktransfer,84966.00,0.00,NULL,NULL,2017-08-11,NULL,939,NULL,NULL,0,NULL,1.0000
2363,100000448,540,banktransfer,4500.00,0.00,NULL,NULL,2017-08-11,NULL,940,NULL,NULL,0,NULL,1.0000
2364,100000446,538,banktransfer,4568.00,0.00,NULL,NULL,2017-08-11,NULL,941,NULL,NULL,0,NULL,1.0000
2365,100000444,536,banktransfer,725850.00,0.00,NULL,NULL,2017-08-11,NULL,942,NULL,NULL,0,NULL,1.0000
2366,100000442,534,banktransfer,3229.00,0.00,NULL,NULL,2017-08-11,NULL,943,NULL,NULL,0,NULL,1.0000
2367,100000441,533,banktransfer,20858.00,0.00,NULL,NULL,2017-08-11,NULL,944,NULL,NULL,0,NULL,1.0000
2368,100000439,531,banktransfer,32340.00,0.00,NULL,NULL,2017-08-11,NULL,945,NULL,NULL,0,NULL,1.0000
2369,100000437,529,banktransfer,57094.00,0.00,NULL,NULL,2017-08-11,NULL,946,NULL,NULL,0,NULL,1.0000
2370,100000435,527,banktransfer,2255.00,0.00,NULL,NULL,2017-08-11,NULL,947,NULL,NULL,0,NULL,1.0000
2371,100000431,523,banktransfer,6412.00,0.00,NULL,NULL,2017-08-11,NULL,948,NULL,NULL,0,NULL,1.0000
2372,100000429,521,banktransfer,13044.00,0.00,NULL,NULL,2017-08-11,NULL,949,NULL,NULL,0,NULL,1.0000
2373,100000428,520,banktransfer,23310.00,0.00,NULL,NULL,2017-08-11,NULL,950,NULL,NULL,0,NULL,1.0000
2374,100000426,518,banktransfer,2494.00,0.00,NULL,NULL,2017-08-11,NULL,951,NULL,NULL,0,NULL,1.0000
2375,100000424,516,banktransfer,13500.00,0.00,NULL,NULL,2017-08-11,NULL,952,NULL,NULL,0,NULL,1.0000
2376,100000422,514,banktransfer,29669.00,0.00,NULL,NULL,2017-08-11,NULL,953,NULL,NULL,0,NULL,1.0000
2377,100000418,510,banktransfer,1629.00,0.00,NULL,NULL,2017-08-11,NULL,954,NULL,NULL,0,NULL,1.0000
2378,100000417,509,banktransfer,53354.00,0.00,NULL,NULL,2017-08-11,NULL,955,NULL,NULL,0,NULL,1.0000
2379,100000415,507,banktransfer,100375.00,0.00,NULL,NULL,2017-08-11,NULL,956,NULL,NULL,0,NULL,1.0000
2380,100000414,506,banktransfer,259875.00,0.00,NULL,NULL,2017-08-11,NULL,957,NULL,NULL,0,NULL,1.0000
2381,100000413,505,banktransfer,8752.00,0.00,NULL,NULL,2017-08-11,NULL,958,NULL,NULL,0,NULL,1.0000
2382,100000412,504,banktransfer,9338.00,0.00,NULL,NULL,2017-08-11,NULL,959,NULL,NULL,0,NULL,1.0000
2383,100000407,499,banktransfer,1305.00,0.00,NULL,NULL,2017-08-11,NULL,960,NULL,NULL,0,NULL,1.0000
2384,100000404,496,banktransfer,6863.00,0.00,NULL,NULL,2017-08-11,NULL,961,NULL,NULL,0,NULL,1.0000
2385,100000396,488,banktransfer,32625.00,0.00,NULL,NULL,2017-08-11,NULL,962,NULL,NULL,0,NULL,1.0000
2386,100000391,483,banktransfer,54369.00,0.00,NULL,NULL,2017-08-11,NULL,963,NULL,NULL,0,NULL,1.0000
2387,100000390,482,banktransfer,23378.00,0.00,NULL,NULL,2017-08-11,NULL,964,NULL,NULL,0,NULL,1.0000
2388,100000388,480,banktransfer,71427.00,0.00,NULL,NULL,2017-08-11,NULL,965,NULL,NULL,0,NULL,1.0000
2389,100000386,1322,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,966,NULL,NULL,0,NULL,1.0000
2390,100000385,1369,banktransfer,25922.00,0.00,NULL,NULL,2017-08-11,NULL,967,NULL,NULL,0,NULL,1.0000
2391,100000328,420,banktransfer,55380.00,0.00,NULL,NULL,2017-08-11,NULL,971,NULL,NULL,0,NULL,1.0000
2392,100000321,413,banktransfer,2500.00,0.00,NULL,NULL,2017-08-11,NULL,972,NULL,NULL,0,NULL,1.0000
2393,100000311,403,banktransfer,208125.00,0.00,NULL,NULL,2017-08-11,NULL,973,NULL,NULL,0,NULL,1.0000
2394,100000306,398,banktransfer,3865.00,0.00,NULL,NULL,2017-08-11,NULL,974,NULL,NULL,0,NULL,1.0000
2395,100000303,395,banktransfer,147366.00,0.00,NULL,NULL,2017-08-11,NULL,975,NULL,NULL,0,NULL,1.0000
2396,100000286,378,banktransfer,683709.00,0.00,NULL,NULL,2017-08-11,NULL,976,NULL,NULL,0,NULL,1.0000
2397,100000284,376,banktransfer,254.00,0.00,NULL,NULL,2017-08-11,NULL,977,NULL,NULL,0,NULL,1.0000
2398,100000283,375,banktransfer,25212.00,0.00,NULL,NULL,2017-08-11,NULL,978,NULL,NULL,0,NULL,1.0000
2399,100000272,364,banktransfer,575.00,0.00,NULL,NULL,2017-08-11,NULL,979,NULL,NULL,0,NULL,1.0000
2400,100000271,363,banktransfer,2184.00,0.00,NULL,NULL,2017-08-11,NULL,980,NULL,NULL,0,NULL,1.0000
2401,100000260,352,banktransfer,22065.00,0.00,NULL,NULL,2017-08-11,NULL,981,NULL,NULL,0,NULL,1.0000
2402,100000258,350,banktransfer,37377.00,0.00,NULL,NULL,2017-08-11,NULL,982,NULL,NULL,0,NULL,1.0000
2403,100000251,343,banktransfer,570978.00,0.00,NULL,NULL,2017-08-11,NULL,983,NULL,NULL,0,NULL,1.0000
2404,100000250,342,banktransfer,69563.00,0.00,NULL,NULL,2017-08-11,NULL,984,NULL,NULL,0,NULL,1.0000
2405,100000247,339,banktransfer,385.00,0.00,NULL,NULL,2017-08-11,NULL,985,NULL,NULL,0,NULL,1.0000
2406,100000239,331,,554409.00,0.00,NULL,2017-11-30,2017-08-11,NULL,986,,NULL,0,,1.0000
2407,100000232,324,banktransfer,10462.00,0.00,NULL,NULL,2017-08-11,NULL,987,NULL,NULL,0,NULL,1.0000
2408,100000230,322,banktransfer,198198.00,0.00,NULL,NULL,2017-08-11,NULL,988,NULL,NULL,0,NULL,1.0000
2409,100000228,320,banktransfer,280.00,0.00,NULL,NULL,2017-08-11,NULL,989,NULL,NULL,0,NULL,1.0000
2410,100000224,316,banktransfer,818.00,0.00,NULL,NULL,2017-08-11,NULL,990,NULL,NULL,0,NULL,1.0000
2411,100000223,315,banktransfer,252.00,0.00,NULL,NULL,2017-08-11,NULL,991,NULL,NULL,0,NULL,1.0000
2412,100000218,310,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,992,NULL,NULL,0,NULL,1.0000
2413,100000210,302,banktransfer,236.00,0.00,NULL,NULL,2017-08-11,NULL,993,NULL,NULL,0,NULL,1.0000
2414,100000197,289,banktransfer,422.00,0.00,NULL,NULL,2017-08-11,NULL,994,NULL,NULL,0,NULL,1.0000
2415,100000195,1541,banktransfer,233.00,0.00,NULL,NULL,2017-08-11,NULL,995,NULL,NULL,0,NULL,1.0000
2416,100000193,285,banktransfer,244.00,0.00,NULL,NULL,2017-08-11,NULL,996,NULL,NULL,0,NULL,1.0000
2417,100000191,283,banktransfer,21985.00,0.00,NULL,NULL,2017-08-11,NULL,997,NULL,NULL,0,NULL,1.0000
2418,100000182,274,banktransfer,980.00,0.00,NULL,NULL,2017-08-11,NULL,998,NULL,NULL,0,NULL,1.0000
2419,100000179,271,banktransfer,559.00,0.00,NULL,NULL,2017-08-11,NULL,999,NULL,NULL,0,NULL,1.0000
2420,100000175,267,banktransfer,39462.00,0.00,NULL,NULL,2017-08-11,NULL,1000,NULL,NULL,0,NULL,1.0000
2421,100000174,266,banktransfer,4612.00,0.00,NULL,NULL,2017-08-11,NULL,1001,NULL,NULL,0,NULL,1.0000
2422,100000170,262,banktransfer,17100.00,0.00,NULL,NULL,2017-08-11,NULL,1002,NULL,NULL,0,NULL,1.0000
2423,100000169,261,banktransfer,8119.00,0.00,NULL,NULL,2017-08-11,NULL,1003,NULL,NULL,0,NULL,1.0000
2424,100000168,260,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1004,NULL,NULL,0,NULL,1.0000
2425,100000165,257,banktransfer,355.00,0.00,NULL,NULL,2017-08-11,NULL,1005,NULL,NULL,0,NULL,1.0000
2426,100000114,207,banktransfer,19034.00,0.00,NULL,NULL,2017-08-11,NULL,1009,NULL,NULL,0,NULL,1.0000
2427,100000167,259,banktransfer,6365.00,0.00,NULL,NULL,2017-08-11,NULL,1011,NULL,NULL,0,NULL,1.0000
2428,100000233,325,banktransfer,4342.00,0.00,NULL,NULL,2017-08-11,NULL,1013,NULL,NULL,0,NULL,1.0000
2429,100000259,351,banktransfer,68062.00,0.00,NULL,NULL,2017-08-11,NULL,1015,NULL,NULL,0,NULL,1.0000
2430,100000264,356,banktransfer,87657.00,0.00,NULL,NULL,2017-08-11,NULL,1016,NULL,NULL,0,NULL,1.0000
2431,100000291,383,banktransfer,24256.00,0.00,NULL,NULL,2017-08-11,NULL,1017,NULL,NULL,0,NULL,1.0000
2432,100000294,386,banktransfer,25261.00,0.00,NULL,NULL,2017-08-11,NULL,1018,NULL,NULL,0,NULL,1.0000
2433,100000296,388,banktransfer,95778.00,0.00,NULL,NULL,2017-08-11,NULL,1019,NULL,NULL,0,NULL,1.0000
2434,100000307,399,banktransfer,18563.00,0.00,NULL,NULL,2017-08-11,NULL,1020,NULL,NULL,0,NULL,1.0000
2435,100000317,409,banktransfer,94790.00,0.00,NULL,NULL,2017-08-11,NULL,1021,NULL,NULL,0,NULL,1.0000
2436,100000318,410,banktransfer,7408.00,0.00,NULL,NULL,2017-08-11,NULL,1022,NULL,NULL,0,NULL,1.0000
2437,100000327,419,banktransfer,202738.00,0.00,NULL,NULL,2017-08-11,NULL,1023,NULL,NULL,0,NULL,1.0000
2438,100000351,443,banktransfer,42654.00,0.00,NULL,NULL,2017-08-11,NULL,1024,NULL,NULL,0,NULL,1.0000
2439,100000353,445,,12837.30,0.00,NULL,2018-11-30,2017-08-11,NULL,1025,,NULL,0,,1.0000
2440,100000363,455,banktransfer,42759.00,0.00,NULL,NULL,2017-08-11,NULL,1026,NULL,NULL,0,NULL,1.0000
2441,100000398,490,,2025.00,0.00,NULL,2018-11-30,2017-08-11,NULL,1028,,NULL,0,,1.0000
2442,100000400,492,banktransfer,52969.00,0.00,NULL,NULL,2017-08-11,NULL,1029,NULL,NULL,0,NULL,1.0000
2443,100000403,495,banktransfer,35719.00,0.00,NULL,NULL,2017-08-11,NULL,1030,NULL,NULL,0,NULL,1.0000
2444,100000405,497,banktransfer,9980.00,0.00,NULL,NULL,2017-08-11,NULL,1031,NULL,NULL,0,NULL,1.0000
2445,100000406,498,banktransfer,35269.00,0.00,NULL,NULL,2017-08-11,NULL,1032,NULL,NULL,0,NULL,1.0000
2446,100000408,500,banktransfer,66375.00,0.00,NULL,NULL,2017-08-11,NULL,1033,NULL,NULL,0,NULL,1.0000
2447,100000409,501,banktransfer,8702.00,0.00,NULL,NULL,2017-08-11,NULL,1034,NULL,NULL,0,NULL,1.0000
2448,100000416,508,,42423.39,0.00,NULL,2018-11-30,2017-08-11,NULL,1035,,NULL,0,,1.0000
2449,100000427,519,banktransfer,20746.00,0.00,NULL,NULL,2017-08-11,NULL,1036,NULL,NULL,0,NULL,1.0000
2450,100000430,522,banktransfer,4041.00,0.00,NULL,NULL,2017-08-11,NULL,1037,NULL,NULL,0,NULL,1.0000
2451,100000432,524,banktransfer,6471.00,0.00,NULL,NULL,2017-08-11,NULL,1038,NULL,NULL,0,NULL,1.0000
2452,100000433,525,banktransfer,19125.00,0.00,NULL,NULL,2017-08-11,NULL,1039,NULL,NULL,0,NULL,1.0000
2453,100000434,526,banktransfer,1869.00,0.00,NULL,NULL,2017-08-11,NULL,1040,NULL,NULL,0,NULL,1.0000
2454,100000449,541,banktransfer,686.00,0.00,NULL,NULL,2017-08-11,NULL,1042,NULL,NULL,0,NULL,1.0000
2455,100000491,583,banktransfer,4163.00,0.00,NULL,NULL,2017-08-11,NULL,1043,NULL,NULL,0,NULL,1.0000
2456,100000493,585,banktransfer,7191.00,0.00,NULL,NULL,2017-08-11,NULL,1044,NULL,NULL,0,NULL,1.0000
2457,100000494,586,banktransfer,30952.00,0.00,NULL,NULL,2017-08-11,NULL,1045,NULL,NULL,0,NULL,1.0000
2458,100000513,605,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1046,NULL,NULL,0,NULL,1.0000
2459,100000526,618,banktransfer,440067.00,0.00,NULL,NULL,2017-08-11,NULL,1047,NULL,NULL,0,NULL,1.0000
2460,100000201,293,banktransfer,28133.00,0.00,NULL,NULL,2017-08-11,NULL,1048,NULL,NULL,0,NULL,1.0000
2461,100000574,666,banktransfer,21477.00,0.00,NULL,NULL,2017-08-11,NULL,1050,NULL,NULL,0,NULL,1.0000
2462,100000578,670,banktransfer,24997.00,0.00,NULL,NULL,2017-08-11,NULL,1051,NULL,NULL,0,NULL,1.0000
2463,100000584,676,banktransfer,2444.00,0.00,NULL,NULL,2017-08-11,NULL,1052,NULL,NULL,0,NULL,1.0000
2464,100000600,692,banktransfer,30953.00,0.00,NULL,NULL,2017-08-11,NULL,1053,NULL,NULL,0,NULL,1.0000
2465,100000603,695,,1.00,0.00,NULL,2017-11-30,2017-08-11,NULL,1054,25,NULL,0,,1.0000
2466,100000612,704,banktransfer,49463.00,0.00,NULL,NULL,2017-08-11,NULL,1055,NULL,NULL,0,NULL,1.0000
2467,100000621,713,banktransfer,68634.00,0.00,NULL,NULL,2017-08-11,NULL,1056,NULL,NULL,0,NULL,1.0000
2468,100000623,715,banktransfer,75984.00,0.00,NULL,NULL,2017-08-11,NULL,1057,NULL,NULL,0,NULL,1.0000
2469,100000643,735,banktransfer,41569.00,0.00,NULL,NULL,2017-08-11,NULL,1059,NULL,NULL,0,NULL,1.0000
2470,100000651,743,banktransfer,34594.00,0.00,NULL,NULL,2017-08-11,NULL,1060,NULL,NULL,0,NULL,1.0000
2471,100000658,750,banktransfer,75565.00,0.00,NULL,NULL,2017-08-11,NULL,1061,NULL,NULL,0,NULL,1.0000
2472,100000661,753,banktransfer,9660.00,0.00,NULL,NULL,2017-08-11,NULL,1062,NULL,NULL,0,NULL,1.0000
2473,100000675,767,banktransfer,17480.00,0.00,NULL,NULL,2017-08-11,NULL,1064,NULL,NULL,0,NULL,1.0000
2474,100000699,791,banktransfer,14284.00,0.00,NULL,NULL,2017-08-11,NULL,1065,NULL,NULL,0,NULL,1.0000
2475,100000713,805,banktransfer,99361.00,0.00,NULL,NULL,2017-08-11,NULL,1066,NULL,NULL,0,NULL,1.0000
2476,100000721,813,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1067,NULL,NULL,0,NULL,1.0000
2477,100000724,816,banktransfer,8583.00,0.00,NULL,NULL,2017-08-11,NULL,1068,NULL,NULL,0,NULL,1.0000
2478,100000766,858,banktransfer,59085.00,0.00,NULL,NULL,2017-08-11,NULL,1070,NULL,NULL,0,NULL,1.0000
2479,100000770,862,banktransfer,131040.00,0.00,NULL,NULL,2017-08-11,NULL,1071,NULL,NULL,0,NULL,1.0000
2480,100000786,878,banktransfer,3484.00,0.00,NULL,NULL,2017-08-11,NULL,1072,NULL,NULL,0,NULL,1.0000
2481,100000790,882,banktransfer,13521.00,0.00,NULL,NULL,2017-08-11,NULL,1073,NULL,NULL,0,NULL,1.0000
2482,100000802,894,banktransfer,205740.00,0.00,NULL,NULL,2017-08-11,NULL,1074,NULL,NULL,0,NULL,1.0000
2483,100000814,906,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1075,NULL,NULL,0,NULL,1.0000
2484,100000818,910,banktransfer,47773.00,0.00,NULL,NULL,2017-08-11,NULL,1076,NULL,NULL,0,NULL,1.0000
2485,100000825,917,banktransfer,63340.00,0.00,NULL,NULL,2017-08-11,NULL,1079,NULL,NULL,0,NULL,1.0000
2486,100000834,926,banktransfer,456450.00,0.00,NULL,NULL,2017-08-11,NULL,1080,NULL,NULL,0,NULL,1.0000
2487,100000839,931,banktransfer,37175.00,0.00,NULL,NULL,2017-08-11,NULL,1081,NULL,NULL,0,NULL,1.0000
2488,100000842,934,banktransfer,85002.00,0.00,NULL,NULL,2017-08-11,NULL,1082,NULL,NULL,0,NULL,1.0000
2489,100000846,938,banktransfer,1118109.00,0.00,NULL,NULL,2017-08-11,NULL,1083,NULL,NULL,0,NULL,1.0000
2490,100000853,945,banktransfer,419067.00,0.00,NULL,NULL,2017-08-11,NULL,1084,NULL,NULL,0,NULL,1.0000
2491,100000858,950,banktransfer,36771.00,0.00,NULL,NULL,2017-08-11,NULL,1086,NULL,NULL,0,NULL,1.0000
2492,100000862,954,banktransfer,5490.00,0.00,NULL,NULL,2017-08-11,NULL,1087,NULL,NULL,0,NULL,1.0000
2493,100000873,965,banktransfer,80156.00,0.00,NULL,NULL,2017-08-11,NULL,1090,NULL,NULL,0,NULL,1.0000
2494,100000883,975,banktransfer,51282.00,0.00,NULL,NULL,2017-08-11,NULL,1091,NULL,NULL,0,NULL,1.0000
2495,100000905,997,banktransfer,4848.00,0.00,NULL,NULL,2017-08-11,NULL,1092,NULL,NULL,0,NULL,1.0000
2496,100000920,1012,banktransfer,6750.00,0.00,NULL,NULL,2017-08-11,NULL,1093,NULL,NULL,0,NULL,1.0000
2497,100000925,1017,banktransfer,44477.00,0.00,NULL,NULL,2017-08-11,NULL,1096,NULL,NULL,0,NULL,1.0000
2498,100000820,912,,8348.00,0.00,NULL,2016-05-06,2017-08-11,NULL,1097,,NULL,0,NULL,1.0000
2499,100000945,1037,banktransfer,202123.00,0.00,NULL,NULL,2017-08-11,NULL,1099,NULL,NULL,0,NULL,1.0000
2500,100000946,1038,banktransfer,36273.00,0.00,NULL,NULL,2017-08-11,NULL,1100,NULL,NULL,0,NULL,1.0000
2501,100000947,1039,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1101,NULL,NULL,0,NULL,1.0000
2502,100000953,1045,banktransfer,2014.00,0.00,NULL,NULL,2017-08-11,NULL,1103,NULL,NULL,0,NULL,1.0000
2503,100000972,1064,banktransfer,5730.00,0.00,NULL,NULL,2017-08-11,NULL,1104,NULL,NULL,0,NULL,1.0000
2504,100000993,1306,banktransfer,45645.00,0.00,NULL,NULL,2017-08-11,NULL,1106,NULL,NULL,0,NULL,1.0000
2505,100000590,1313,banktransfer,20250.00,0.00,NULL,NULL,2017-08-11,NULL,1108,NULL,NULL,0,NULL,1.0000
2506,100000992,1326,banktransfer,6265.00,0.00,NULL,NULL,2017-08-11,NULL,1109,NULL,NULL,0,NULL,1.0000
2507,100000682,1337,banktransfer,21262.00,0.00,NULL,NULL,2017-08-11,NULL,1110,NULL,NULL,0,NULL,1.0000
2508,100000411,1338,,408220.27,0.00,NULL,2017-11-30,2017-08-11,NULL,1111,,NULL,0,,1.0000
2509,100000774,1353,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1112,NULL,NULL,0,NULL,1.0000
2510,100000930,1356,banktransfer,30938.00,0.00,NULL,NULL,2017-08-11,NULL,1114,NULL,NULL,0,NULL,1.0000
2511,100000146,1357,banktransfer,28691.00,0.00,NULL,NULL,2017-08-11,NULL,1115,NULL,NULL,0,NULL,1.0000
2512,100000357,1363,,42495.44,0.00,NULL,2017-11-30,2017-08-11,NULL,1116,,NULL,0,,1.0000
2513,100000566,1375,banktransfer,23615.00,0.00,NULL,NULL,2017-08-11,NULL,1117,NULL,NULL,0,NULL,1.0000
2514,100000334,1376,banktransfer,3119.00,0.00,NULL,NULL,2017-08-11,NULL,1118,NULL,NULL,0,NULL,1.0000
2515,100000778,1380,banktransfer,790171.00,0.00,NULL,NULL,2017-08-11,NULL,1119,NULL,NULL,0,NULL,1.0000
2516,100001175,1385,banktransfer,178240.00,0.00,NULL,NULL,2017-08-11,NULL,1120,NULL,NULL,0,NULL,1.0000
2517,100000734,1398,banktransfer,4931.00,0.00,NULL,NULL,2017-08-11,NULL,1121,NULL,NULL,0,NULL,1.0000
2518,100000686,1411,banktransfer,2849.00,0.00,NULL,NULL,2017-08-11,NULL,1122,NULL,NULL,0,NULL,1.0000
2519,100000383,1427,banktransfer,5599.00,0.00,NULL,NULL,2017-08-11,NULL,1123,NULL,NULL,0,NULL,1.0000
2520,100000140,1437,banktransfer,192398.00,0.00,NULL,NULL,2017-08-11,NULL,1124,NULL,NULL,0,NULL,1.0000
2521,100000866,1444,banktransfer,505352.00,0.00,NULL,NULL,2017-08-11,NULL,1125,NULL,NULL,0,NULL,1.0000
2522,100001406,1500,banktransfer,76781.00,0.00,NULL,NULL,2017-08-11,NULL,1128,NULL,NULL,0,NULL,1.0000
2523,100001410,1504,banktransfer,8100.00,0.00,NULL,NULL,2017-08-11,NULL,1129,NULL,NULL,0,NULL,1.0000
2524,100000173,265,banktransfer,2432.00,0.00,NULL,NULL,2017-08-11,NULL,1135,NULL,NULL,0,NULL,1.0000
2525,100000196,288,banktransfer,340.00,0.00,NULL,NULL,2017-08-11,NULL,1136,NULL,NULL,0,NULL,1.0000
2526,100000206,298,banktransfer,252.00,0.00,NULL,NULL,2017-08-11,NULL,1137,NULL,NULL,0,NULL,1.0000
2527,100000231,323,banktransfer,818.00,0.00,NULL,NULL,2017-08-11,NULL,1138,NULL,NULL,0,NULL,1.0000
2528,100000237,329,banktransfer,818.00,0.00,NULL,NULL,2017-08-11,NULL,1139,NULL,NULL,0,NULL,1.0000
2529,100000243,335,banktransfer,3456.00,0.00,NULL,NULL,2017-08-11,NULL,1140,NULL,NULL,0,NULL,1.0000
2530,100000319,411,banktransfer,1169.00,0.00,NULL,NULL,2017-08-11,NULL,1141,NULL,NULL,0,NULL,1.0000
2531,100000525,617,banktransfer,12958.00,0.00,NULL,NULL,2017-08-11,NULL,1142,NULL,NULL,0,NULL,1.0000
2532,100000596,688,banktransfer,11832.00,0.00,NULL,NULL,2017-08-11,NULL,1143,NULL,NULL,0,NULL,1.0000
2533,100000613,705,,23231.25,0.00,NULL,2017-11-30,2017-08-11,NULL,1144,,NULL,0,,1.0000
2534,100000632,724,banktransfer,22259.00,0.00,NULL,NULL,2017-08-11,NULL,1145,NULL,NULL,0,NULL,1.0000
2535,100000634,726,banktransfer,11749.00,0.00,NULL,NULL,2017-08-11,NULL,1146,NULL,NULL,0,NULL,1.0000
2536,100000681,773,banktransfer,83556.00,0.00,NULL,NULL,2017-08-11,NULL,1147,NULL,NULL,0,NULL,1.0000
2537,100000838,930,banktransfer,38919.00,0.00,NULL,NULL,2017-08-11,NULL,1150,NULL,NULL,0,NULL,1.0000
2538,100000861,953,banktransfer,177.00,0.00,NULL,NULL,2017-08-11,NULL,1151,NULL,NULL,0,NULL,1.0000
2539,100000875,967,banktransfer,599.00,0.00,NULL,NULL,2017-08-11,NULL,1152,NULL,NULL,0,NULL,1.0000
2540,100000877,969,banktransfer,600.00,0.00,NULL,NULL,2017-08-11,NULL,1153,NULL,NULL,0,NULL,1.0000
2541,100001146,1237,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1154,NULL,NULL,0,NULL,1.0000
2542,0,0,Cheque,0.00,0.00,2017-09-25,2017-08-11,2017-08-11,NULL,3399,New,1969-12-31,0,NULL,1.0000
2543,0,0,Cheque,0.00,0.00,2017-09-25,2017-08-11,2017-08-11,NULL,3400,New,1969-12-31,0,NULL,1.0000
2544,0,0,Cheque,0.00,0.00,2017-09-25,2017-08-11,2017-08-11,NULL,3401,New,1969-12-31,0,NULL,1.0000
2545,0,0,Cheque,0.00,0.00,NULL,2017-08-11,2017-08-11,NULL,3402,New,1969-12-31,0,NULL,1.0000
2546,0,0,Cheque,0.00,0.00,2017-10-13,2017-08-14,2017-08-14,NULL,3403,New,1969-12-31,0,NULL,1.0000
2547,0,0,Cheque,0.00,0.00,NULL,2017-08-14,2017-08-14,NULL,3404,New,1969-12-31,0,NULL,1.0000
2548,0,0,Cheque,0.00,0.00,2017-08-14,2017-08-14,2017-08-14,NULL,3405,New,1969-12-31,0,NULL,1.0000
2549,0,0,Cheque,0.00,0.00,2017-09-13,2017-08-14,2017-08-14,NULL,3406,New,1969-12-31,0,NULL,1.0000
2550,0,0,Cheque,0.00,0.00,2017-10-13,2017-08-14,2017-08-14,NULL,3407,New,1969-12-31,0,NULL,1.0000
2551,0,0,Cheque,0.00,0.00,2017-10-13,2017-08-14,2017-08-14,NULL,3408,New,1969-12-31,0,NULL,1.0000
2552,0,0,Cheque,0.00,0.00,2017-08-14,2017-08-14,2017-08-14,NULL,3409,New,1969-12-31,0,NULL,1.0000
2553,201265,0,checkmo,14840.00,0.00,NULL,2017-04-24,2017-08-14,NULL,2359,66,NULL,0,NULL,1.0000
2554,0,0,Cheque,0.00,0.00,2017-09-24,2017-08-14,2017-08-14,NULL,3410,New,1969-12-31,0,NULL,1.0000
