Inquiry Number,BM #,Description,SO #,Order Date,AR Invoice #,Inquiry Number,AR Invoice Date,Qty,Unit Price,Selling Price (as per SO / AR Invoice),Margin (in %),Tax Type,Tax Rate,Tax Amount,Gross Total Selling
1546,BM1A7V1,"100042471-GAUGE, PRESSURE",100000360-2,03-Sep-15,0266/15.16,1546,23-Sep-2015,20,1238.4,25264.06,22%,2.0% VAT,2%,505,25769
1546,BM1A7U7,"100042473-GAUGE, PRESSURE",100000360-2,03-Sep-15,0266/15.16,1546,23-Sep-2015,20,1323.2,26994.03,22%,2.0% VAT,2%,540,27534
1546,BM1A7V2,"100051410-GAUGE, PRESSURE",100000360-2,03-Sep-15,0266/15.16,1546,23-Sep-2015,10,1866.1,19034.75,22%,2.0% VAT,2%,381,19415
1546,BM1A7V4,"100026135-GAUGE, PRESSURE",100000360-2,03-Sep-15,0266/15.16,1546,23-Sep-2015,20,9160.7,186883.44,22%,2.0% VAT,2%,3738,190621
1546,BM1A7V5,"100003489-GAUGE, PRESSURE",100000360-2,03-Sep-15,0266/15.16,1546,23-Sep-2015,20,1102.7,22495.7,22%,2.0% VAT,2%,450,22946
1546,BM1A7V0,"100077695-GAUGE, PRESSURE",100000360-2,03-Sep-15,0266/15.16,1546,23-Sep-2015,20,1170.55,23879.88,22%,2.0% VAT,2%,478,24357
1546,BM1A7U9,"100035597-GAUGE, PRESSURE",100000360-2,03-Sep-15,0266/15.16,1546,23-Sep-2015,10,134.7,1373.98,22%,2.0% VAT,2%,27,1401
1546,BM1A7V3,"300005563-GAUGE, PRESSURE",100000360-2,03-Sep-15,0266/15.16,1546,23-Sep-2015,40,312.15,12736.07,37%,2.0% VAT,2%,255,12991
1829,BM1A8H7,Collet Schaublin (9838464) dia7 W12 (80-2),100000948,04-Sep-15,0271/15.16,1829,25-Sep-2015,8,9087,72696,29%,,0%,-,72696
1272,BM1A7N3,Medical Waste Container Red 3-1/2G,100000408,05-Sep-15,0422/15.16,1272,3-Jan-2016,6,9333,59000,34%,12.5% VAT,13%,7670,66670
966,BM1A8I2,Model # 7301 - Diving Mask - Make Unidive,100000436,07-Sep-15,0251/15.16,966,11-Sep-2015,5,1950,9750,1%,12.5% VAT,13%,1268,11018
993,BM1A6P5,Quick Action Clamp for Cone Flanges DN 125,100000438,07-Sep-15,0233/15.16,993,7-Sep-2015,20,8017,160340,31%,12.5% VAT,13%,20844,181184
993,BM1A6P4,Quick Action Clamp for Cone Flanges DN 100,100000438,07-Sep-15,0233/15.16,993,7-Sep-2015,20,7672,153440,31%,12.5% VAT,13%,19947,173387
1042,BM1A8I3,Neoprene Suit 5MM - Size : L,100000425,07-Sep-15,0252/15.16,1042,11-Sep-2015,3,8700,26100,-5%,12.5% VAT,13%,3393,29493
1042,BM1A8I4,Neoprene Suit 5MM - Size : XL,100000425,07-Sep-15,0252/15.16,1042,11-Sep-2015,3,8700,26100,-5%,12.5% VAT,13%,3393,29493
1042,BM1A8I5,Neoprene Suit 5MM - Size : XXL,100000425,07-Sep-15,0252/15.16,1042,11-Sep-2015,3,8700,26100,-5%,12.5% VAT,13%,3393,29493
1763,BM0C7E4,"Part # 14-164 - TINSNIPS W/O SPRING, 250mm-10 Make: Stanley",100000468,07-Sep-15,0238/15.16,1763,7-Sep-2015,8,814,6512,27%,12.5% VAT,13%,847,7359
1763,BM0C7E3,"Part # 14-163 - TINSNIPS W/O SPRING, 200mm-8 Make: Stanley",100000468,07-Sep-15,0238/15.16,1763,7-Sep-2015,8,711,5688,28%,12.5% VAT,13%,739,6427
1868,BM0O4B5,Electrosoft make class 0 electrical hand glove,100000464,07-Sep-15,0297/15.16,1868,14-Oct-2015,10,2520,25200,28%,12.5% VAT,13%,3276,28476
1901,BM1A8I1,Model # S - 326 - Diving Gloves - Make IST,100000329,07-Sep-15,0253/15.16,1901,11-Sep-2015,2,1720,3440,0%,12.5% VAT,13%,447,3887
540,BM1A6K2,G5758 Vented Bump Cap PPE Pinlock Blue,100000488,08-Sep-15,0248/15.16,540,8-Sep-2015,8,1083,8664,37%,12.5% VAT,13%,1126,9790
540,BM1A6K2,G5758 Vented Bump Cap PPE Pinlock Blue,100000488,08-Sep-15,0232/15.16,540,7-Sep-2015,46,1083,49818,74%,12.5% VAT,13%,6476,56294
540,BM1A6K2,G5758 Vented Bump Cap PPE Pinlock Blue,100000488,08-Sep-15,0220/15.16,540,1-Sep-2015,46,1083,49818,74%,12.5% VAT,13%,6476,56294
1221,BM1A6K1,Welding Umbrella 6.29 ft W 7 ft Red,100000411-2,08-Sep-15,0250/15.16,1221,8-Sep-2015,15,25396.33,400215.95,47%,2.0% VAT,2%,8004,408220
1494,BM0O4E0,HYDAC make : FPU-1-250F2.5G2A3K/H,100000815,08-Sep-15,0267/15.16,1494,23-Sep-2015,2,20000,40000,6%,12.5% VAT,13%,5200,45200
1494,BM0O4E0,HYDAC make : FPU-1-250F2.5G2A3K/H,100000815,08-Sep-15,0310/15.16,1494,23-Oct-2015,1,20000,20000,-1%,12.5% VAT,13%,2600,22600
1667,BM1A8D0,"100110293 INSULATOR;
TYPE: PIN , POTENTIAL: 33 KV, DIMENSIONS: 280 X 295
MM, MATERIAL: PROCELAIN, STANDARD: IS 731-1971;
DRAWING NO: BCPL-39; FFT: INSULATOR: 900 CD, HIGHEST
SYSTEM POTENTIAL: 36 KV, MINIMUM: CREEPAGE DISTANCE:
900 MM, TYPE OF INSULATOR: B, COLOR OF GLAZE: BROWN,
MINIMUM FAILING LOAD: 10 KN, DRY POWER FREQUENCY FLASH
OVER VOLTAGE: 100 KV (RMS), WET POWER FREQUENCY FLASH
OVER VOLTAGE: 85 KV (RMS), POWER FREQUENCY PUNCTURE
WITHSTAND VOLTAGE: 180 KV (RMS),IMPULSE WITHSTAND
VOLTAGE (KV):(A) 1.2/50 MICRO SEC. WAVE OF POSITIVE
POLARITY: 170 KV (PEAK),(B) 1.2/50 MICRO SEC. WAVE OF
NEGATIVE POLARITY: 180 KV (PEAK),IMPULSE FLASHOVER
VOLTAGE:(A) 1.2/50 MICRO SEC. WAVE OF POSITIVE
POLARITY: 210 KV (PEAK),(B) 1.2/50 MICRO SEC. WAVE OF
NEGATIVE POLARITY: 230 KV (PEAK)DRY POWER FREQUENCY 1
MIN. WITHSTAND VOLTAGE: 95 KV (RMS), WET POWER
FREQUENCY 1 MIN. WITHSTAND VOLTAGE: 75 KV (RMS),
VISIBLE DISCHARGE TEST VOLTAGE: 27 KV (RMS), SIZE OF
THIMBLE: AS PER IS: 2486 (PT. II), MATERIAL OF
THIMBLE: LEAD, APPROXIMATE NET WEIGHT: 12.5 KG",100000355-2,08-Sep-15,0247/15.16,1667,8-Sep-2015,100,508.25,56718.64,-18%,2.0% VAT,2%,1134,57853
1667,BM1A8M7,Insulator - 100110293,100000355-2,08-Sep-15,0275/15.16,1667,26-Sep-2015,39,508.26,19822.14,-25%,2.0% VAT,2%,396,20219
1667,BM1A8C9,"100110292 INSULATOR;
TYPE: DISC, POTENTIAL: 11 KV, DIMENSIONS: 255 X 145
MM, MATERIAL: PROCELAIN, STANDARD: IS 731-1971;
DRAWING NO: BCPL-54; FFT: INSULATOR FAILING LOAD: 90
KN, MINIMUM CREEPAGE DISTANCE: 320 MM, TYPE OF
INSULATOR: TYPE-B, HIGHEST SYSTEM VOLTAGE: 12 KV, DRY
POWER FREQUENCY FLASH OVER VOLTAGE: 75 KV (RMS), WET
POWER FREQUENCY FLASH OVER VOLTAGE: 45 KV (RMS), POWER
FREQUENCY PUNCTURE WITHSTAND VOLTAGE: 110 KV (RMS),
IMPULSE FLASH OVER VOLTAGE: (A) 1.2/50 MICRO SEC. WAVE
OF POSITIVE POLARITY: 115 KV (PEAK),(B) 1.2/50 MICRO
SEC. WAVE OF NEGATIVE POLARITY: 120 KV (PEAK),IMPULSE
WITHSTAND VOLTAGE (KV): (A) 1.2/50 MICRO SEC. WAVE OF
POSITIVE POLARITY: 110 KV (PEAK),(B) 1.2/50 MICRO SEC.
WAVE OF NEGATIVE POLARITY: 115 KV (PEAK), DRY POWER
FREQUENCY 1 MIN. WITHSTAND VOLTAGE : 70 KV (RMS), WET
POWER FREQUENCY 1 MIN. WITHSTAND VOLTAGE : 40 KV
(RMS), VISIBLE DISCHARGE TEST VOLTAGE: 9 KV (RMS),
GALVANIZING TET ON METAL PART: UNIFORMITY OF ZINC
COATING AS PER IS: 2633-1986, APPROXIMATE NET WET: 5.3
KG",100000355-2,08-Sep-15,0247/15.16,1667,8-Sep-2015,100,567,63291.64,7%,2.0% VAT,2%,1266,64557
1667,BM1A8M5,Electrical Wire,100000355-2,08-Sep-15,0275/15.16,1667,26-Sep-2015,1,903,903,10%,2.0% VAT,2%,18,921
1667,BM1A8M6,Insulator - 100110292,100000355-2,08-Sep-15,0275/15.16,1667,26-Sep-2015,2,567,1134,1%,2.0% VAT,2%,23,1157
1667,BM1A8C1,"100047773 BOLT, MACHINE;
DIAMETER: M16, LENGTH: 90 MM, THREAD: 2 MM,
SURFACE TREATMENT: GALVANIZED;
OEM: SHYAM ENGINEERING",100000355-2,08-Sep-15,0247/15.16,1667,8-Sep-2015,200,43.7,9756.07,21%,2.0% VAT,2%,195,9951
1667,BM1A8C3,"100047776 BOLT, MACHINE;
DIAMETER: M16, LENGTH: 45 MM, THREAD: 2 MM,
SURFACE TREATMENT: GALVANIZED;
OEM: SHYAM ENGINEERING",100000355-2,08-Sep-15,0247/15.16,1667,8-Sep-2015,200,24.7,5514.3,23%,2.0% VAT,2%,110,5625
1667,BM1A8C2,"100047775 BOLT, MACHINE;
DIAMETER: M16, LENGTH: 50 MM, THREAD: 2 MM,
SURFACE TREATMENT: GALVANIZED;
OEM: SHYAM ENGINEERING",100000355-2,08-Sep-15,0247/15.16,1667,8-Sep-2015,200,26.68,5954.47,24%,2.0% VAT,2%,119,6074
1667,BM1A8C4,"100047779 BOLT, MACHINE;
DIAMETER: M16, LENGTH: 245 MM, THREAD: 2 MM,
SURFACE TREATMENT: GALVANIZED;
OEM: SHYAM ENGINEERING",100000355-2,08-Sep-15,0247/15.16,1667,8-Sep-2015,100,140.6,15694.54,87%,2.0% VAT,2%,314,16008
1667,BM1A8C8,"100136617 CLAMP, PARALLEL GROOVE;
CONDUCTOR SIZE: 21 MM, TAP SIZE: 146 X 88 X 41 MM,
MATERIAL: ALUMINIUM; FFT:CONSTRUCTION: ASSEMBLY (30 X
3 MM ALUMINIUM AND 7 X 2 MM STEEL), F/PANTHER ACSR
CONDUCTOR",100000355-2,08-Sep-15,0247/15.16,1667,8-Sep-2015,100,460.75,51431.43,36%,2.0% VAT,2%,1029,52460
1667,BM1A8C0,"100047859 WASHER, FLAT;
PERIPHERAL SHAPE STYLE: PLAIN,
NOMINAL SIZE: M16;
FFT: FINISH: GALV; F/TRANSMISSION LINE",100000355-2,08-Sep-15,0247/15.16,1667,8-Sep-2015,100,3.8,424.18,49%,2.0% VAT,2%,8,433
1667,BM1A8C7,"100097292 PIN;
MATERIAL: FORGED STEEL, APPLICATION: INSULATOR;
DRAWING NO: DECO-RX-E-MDR-6307 REV C1; FFT: FINISH:
HOT DIP GALVANISED, BENDING LOAD: 10 KN, HEAD TYPE:
LARGE, WITH SPRING WASHER, NUT, F/ OVER HEAD LINE",100000355-2,08-Sep-15,0247/15.16,1667,8-Sep-2015,25,437,12195.08,49%,2.0% VAT,2%,244,12439
1667,BM1A8C5,"100047780 BOLT, MACHINE;
DIAMETER: 6 MM, LENGTH: 40 MM,
SURFACE TREATMENT: GALVANIZED;
MNFR: SHYAM ENGINEERING",100000355-2,08-Sep-15,0247/15.16,1667,8-Sep-2015,200,4.75,1060.44,50%,2.0% VAT,2%,21,1082
1667,BM1A8C6,"100065353 WIRE, ELECTRICAL;
TYPE: STAY, MATERIAL: GS, CONDUCTOR DIAMETER: 25 MM;
FFT: LG: 2.5 M; WITH SCREW TYPE GS ANCHOR;
EXTENSION ROD AND STAY WIRE ATTACHMENT EYE
F/ TRANSMISSION LINE (LENGTH: 11 M, DIA: 8MM)",100000355-2,08-Sep-15,0247/15.16,1667,8-Sep-2015,10,902.5,10074.2,-2%,2.0% VAT,2%,201,10276
1710,BM1A8D2,"Round Toughened Glass 
Material : Toughened borosilicate 
Size. : 166mm OD x 10mm thick",100000353,08-Sep-15,0246/15.16,1710,8-Sep-2015,6,1771,12226,34%,5.0% VAT,5%,611,12837
2118,BM1A3U7,Chem Resist Glove PVC 14 In L Red PR,100000319,10-Sep-15,0254/15.16,2118,11-Sep-2015,1,847,1039,21%,12.5% VAT,13%,135,1174
2065,BM0L8L7,Part # 57-528 - RUBBER MALLET HAmmMER 680GM-24 Make: Stanley,200207,13-Sep-15,0469/15.16,2065,30-Jan-2016,2,188.5,377,-9%,12.5% VAT,13%,49,426
2065,BM0L8Q5,Handle Hex Key (Inch sizes)-Length mm -Least Max. Opening mm -Std.,200207,13-Sep-15,0469/15.16,2065,30-Jan-2016,2,175.5,351,-16%,12.5% VAT,13%,46,397
2065,BM0L8Q6,Handle Hex Key (Inch sizes)-Length mm -Least Max. Opening mm -Std.,200207,13-Sep-15,0469/15.16,2065,30-Jan-2016,2,162.5,325,-26%,12.5% VAT,13%,42,367
2065,BM0L8Q3,Handle Hex Key (Inch sizes)-Length mm -Least Max. Opening mm -Std.,200207,13-Sep-15,0469/15.16,2065,30-Jan-2016,2,347.5,695,41%,12.5% VAT,13%,90,785
2065,BM0L8Q4,Handle Hex Key (Inch sizes)-Length mm -Least Max. Opening mm -Std.,200207,13-Sep-15,0469/15.16,2065,30-Jan-2016,2,235.5,471,13%,12.5% VAT,13%,61,532
2065,BM0L8Q7,Handle Hex Key (Inch sizes)-Length mm -Least Max. Opening mm -Std.,200207,13-Sep-15,0469/15.16,2065,30-Jan-2016,2,136.5,273,-49%,12.5% VAT,13%,35,308
2065,BM0O4D1,"Trim and Touch Up Roller, Latex Paints",200207,13-Sep-15,0388/15.16,2065,11-Dec-2015,5,207.4,1037,47%,12.5% VAT,13%,135,1172
2065,BM0L8N2,"Fix Bar 'Screwdriver, Flat 4 X 75mm",200207,13-Sep-15,0362/15.16,2065,26-Nov-2015,2,46,92,39%,12.5% VAT,13%,12,104
2065,BM0L8M3,"Steel Measuring Tape, 5 mtrs",200207,13-Sep-15,0362/15.16,2065,26-Nov-2015,2,147,294,48%,12.5% VAT,13%,38,332
2065,BM0C1B5,Part #HR 1001-Half Round Steel Files - Bastard-Length mm -Least Max. Opening mm -Std. Pkg. 10-Make : Taparia,200207,13-Sep-15,0362/15.16,2065,26-Nov-2015,4,727,2908,65%,12.5% VAT,13%,378,3286
2065,BM0Z1F8,Part # FL2501 - BASTARD FILES,200207,13-Sep-15,0362/15.16,2065,26-Nov-2015,4,400,1600,75%,12.5% VAT,13%,208,1808
2065,BM0C1D6,Part #SQ 2501-Square Steel Files -Bastard-Length mm -Least Max. Opening mm -Std. Pkg. 10-Make : Taparia,200207,13-Sep-15,0362/15.16,2065,26-Nov-2015,4,833,3332,75%,12.5% VAT,13%,433,3765
2065,BM0C0Y2,Part #3SQ 2501-Three Square Steel Files -Bastard-Length mm -Least Max. Opening mm -Std. Pkg. 10-Make : Taparia,200207,13-Sep-15,0362/15.16,2065,26-Nov-2015,4,1102,4408,75%,12.5% VAT,13%,573,4981
2065,BM0Z1F8,Part # FL2501 - BASTARD FILES,200207,13-Sep-15,0314/15.16,2065,26-Oct-2015,4,101,404,0%,12.5% VAT,13%,53,457
2065,BM0L8P2,(Hanger Packing)-Allen Key Set (inch Sizes) Black Finish-Length mm -Least Max. Opening mm -Std,200207,13-Sep-15,0314/15.16,2065,26-Oct-2015,2,140,280,-2%,12.5% VAT,13%,36,316
2065,BM0C7U5,SCREWDRIVER INSERT BIT 29PCS SET,200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,2,169,338,-23%,12.5% VAT,13%,44,382
2065,BM0C9D2,"7 PCS. DOUBLE OPEN END WRENCH SET, IMP",200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,2,1413,2826,-4%,5.0% VAT,5%,141,2967
2065,BM0C7Q3,COMBINATION CUTTING PLIER - 180mm-7,200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,2,143,286,-2%,5.0% VAT,5%,14,300
2065,BM0C8H6,"Part # STMT72795-8 - 1/2 Sq. Drive Socket Set, 6 Point (24 Pcs. Set) Make: Stanley",200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,1,2123,2123,-76%,5.0% VAT,5%,106,2229
2065,BM0C8H4,SOCKET SET 1/2 SQ. DR. 25PC-12PT IMP,200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,1,2624,2624,-2%,5.0% VAT,5%,131,2755
2065,BM0C9E4,Dbl Ended OPEN JAW CRV SPANNER 30x32mm,200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,2,78,156,-3%,5.0% VAT,5%,8,164
2065,BM0C7C6,"Part # 84-108-23 - PLIER DIAGONAL CUTTING, 177mm-7 Make: Stanley",200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,3,197,591,-2%,5.0% VAT,5%,30,621
2065,BM0C9E2,Part # 70-375E - Dbl Ended OPEN JAW CRV SPANNER 24x27mm Make: Stanley,200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,2,59,118,-2%,5.0% VAT,5%,6,124
2065,BM0C9E3,Dbl Ended OPEN JAW CRV SPANNER 25x28mm,200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,2,74,148,-1%,5.0% VAT,5%,7,155
2065,BM0C7Q2,"PLIER LINESMAN, 205mm-8",200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,3,255,765,-2%,5.0% VAT,5%,38,803
2065,BM0C9E1,Dbl Ended OPEN JAW CRV SPANNER 21x23mm,200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,2,51,102,-1%,5.0% VAT,5%,5,107
2065,BM0L8P9,Handle Hex Key (Inch sizes)-Length mm -Least Max. Opening mm -Std.,200207,13-Sep-15,0277/15.16,2065,30-Sep-2015,2,190,380,78%,5.0% VAT,5%,19,399
1770,BM0O4A6,Hantek Model no. DDS-3005 5MHz Function/Arbitrary Waveform Generator 2.7Ghz Frequency Counter,100000351,14-Sep-15,0256/15.16,1770,14-Sep-2015,1,23767,23767,5%,12.5% VAT,13%,3090,26857
1770,BM0Z1G0,Part # LGB304A - USB-Powered Gigabit 4-Port Switch,100000351,14-Sep-15,0256/15.16,1770,14-Sep-2015,2,6606,13212,17%,12.5% VAT,13%,1718,14930
1770,BM0O4D3,Cross over Cat 6 Ethernet cable 1 mtr. Length,100000351,14-Sep-15,0256/15.16,1770,14-Sep-2015,4,234,936,34%,12.5% VAT,13%,122,1058
1461,BM1A6H3,Soldering Iron Battery Powered,100000476,16-Sep-15,0258/15.16,1461,16-Sep-2015,1,3183,3183,41%,12.5% VAT,13%,414,3597
1461,BM1A7C8,CYBER POWER ROAD TRIP 175 POWER INVERTER,100000476,16-Sep-15,0274/15.16,1461,25-Sep-2015,1,15767,15767,57%,12.5% VAT,13%,2050,17817
1740,BM1A5Y8,Aerosol Onan Black Spray,100000831,18-Sep-15,0195/15.16,1740,14-Aug-2015,1,154,154,27%,12.5% VAT,13%,20,174
1740,BM1A5Y7,Aerosol Onan REd Spray,100000831,18-Sep-15,0195/15.16,1740,14-Aug-2015,1,168,168,26%,12.5% VAT,13%,22,190
1740,BM1A8D3,Aerosol Onan Green Spray,100000831,18-Sep-15,0262/15.16,1740,19-Sep-2015,12,182,2184,26%,12.5% VAT,13%,284,2468
1740,BM1A5Y9,Aerosol Onan Green Spray,100000831,18-Sep-15,0195/15.16,1740,14-Aug-2015,1,182,182,26%,12.5% VAT,13%,24,206
1740,BM1A5Y9,Aerosol Onan Green Spray,100000831,18-Sep-15,0195/15.16,1740,14-Aug-2015,1,182,182,26%,12.5% VAT,13%,24,206
1740,BM1A8D3,Aerosol Onan Green Spray,100000831,18-Sep-15,0272/15.16,1740,25-Sep-2015,238,182,43316,31%,12.5% VAT,13%,5631,48947
1986,BM1A8I8,SPR005564 - 896 S8M 40 MM,100000992-1,18-Sep-15,0295/15.16,1986,13-Oct-2015,5,1253,6265,26%,,0%,-,6265
2216,BM1A7N0,Film Cutter/Tape Splitter 6-1/2 In. Ylw,100000307,18-Sep-15,0263/15.16,2216,22-Sep-2015,100,165,16500,10%,12.5% VAT,13%,2145,18645
994,BM1A6F5,Mask Swimmer,100000437,19-Sep-15,0261/15.16,994,19-Sep-2015,6,3125,18750,12%,12.5% VAT,13%,2438,21188
994,BM1A6F2,Boot Diver Dress (Size L) -3mm thickness-Make: Eastman,100000437,19-Sep-15,0261/15.16,994,19-Sep-2015,2,4000,8000,14%,12.5% VAT,13%,1040,9040
994,BM1A5I5,Boot Diver Dress (Size M) -3mm thickness-Make: Eastman,100000437,19-Sep-15,0261/15.16,994,19-Sep-2015,2,4000,8000,14%,12.5% VAT,13%,1040,9040
994,BM1A6F3,Boot Diver Dress (Size XL) -3mm thickness-Make: Eastman,100000437,19-Sep-15,0261/15.16,994,19-Sep-2015,2,4000,8000,14%,12.5% VAT,13%,1040,9040
994,BM1A6F4,Boot Diver Dress (Size S) -3mm thickness -Make: Eastman,100000437,19-Sep-15,0261/15.16,994,19-Sep-2015,2,4000,8000,14%,12.5% VAT,13%,1040,9040
2188,BM1A8R8,"SPIDER: LILAC 98 ShA (T-PUR) - SIZE: GR 55- HUB DESIGN"" 1.1 - MOC: CAST IRON - MAX BORE: 60 mm",100000314,22-Sep-15,0269/15.16,2188,23-Sep-2015,1,5142,5142,9%,,0%,-,5142
2188,BM1A8R0,KTR Spider Model Rotex 75 Material PUR LILAC,100000314,22-Sep-15,0269/15.16,2188,23-Sep-2015,2,4215,8430,9%,,0%,-,8430
2188,BM1A8R1,KTR Spider Model Rotex 55 Material PUR LILAC,100000314,22-Sep-15,0269/15.16,2188,23-Sep-2015,4,1893,7572,10%,,0%,-,7572
2239,BM1A7N0,Film Cutter/Tape Splitter 6-1/2 In. Ylw,100000854,22-Sep-15,0268/15.16,2239,23-Sep-2015,500,161,80500,8%,12.5% VAT,13%,10465,90965
892,BM1A8S0,Aviation Air Cruisers Vests - AC-2000 (Vacuum Packed),100000447,23-Sep-15,0334/15.16,892,3-Nov-2015,50,3832.16,191608,16%,,0%,-,191608
1775,BM1A8F1,"​MS PTFE, NRV size 40 NB F/E Rating 150# - Make: powerflex",200226,23-Sep-15,0290/15.16,1775,10-Oct-2015,2,5250,10700,16%,12.5% VAT,13%,1391,12091
1775,BM1A8F0,Non Return Valve 25 NB SS316L​ ​1” NPT (F X F) - Make: powerflex,200226,23-Sep-15,0290/15.16,1775,10-Oct-2015,2,2992,6184,17%,12.5% VAT,13%,804,6988
813,BM1A8T0,Fire Escape Mask,100000455,24-Sep-15,0280/15.16,813,3-Oct-2015,1,2129,2129,14%,12.5% VAT,13%,277,2406
819,BM1A8S4,Sport Helmet - Model: Troy (Studds) - Colour : Matt Black,100000452,24-Sep-15,0316/15.16,819,27-Oct-2015,25,448,11200,3%,5.0% VAT,5%,560,11760
893,BM1A8T2,Cover for Aviation life Jacket,100000445,24-Sep-15,0294/15.16,893,13-Oct-2015,50,491,24550,1%,12.5% VAT,13%,3192,27742
1463,BM1A7N0,Film Cutter/Tape Splitter 6-1/2 In. Ylw,100000396,24-Sep-15,0270/15.16,1463,24-Sep-2015,200,145,29000,-3%,12.5% VAT,13%,3770,32770
2108,BM1A8T1,Jerry Can 20L,100000321,24-Sep-15,0311/15.16,2108,24-Oct-2015,1,2222,2222,2%,12.5% VAT,13%,289,2511
2120,BM1A8Q8,PNEUMATIC CYL. Part # MDBF32-175z Make: SMC,100000318,24-Sep-15,0308/15.16,2120,23-Oct-2015,1,3735,3735,15%,,0%,-,3735
2120,BM1A8Q9,PNEUMATIC CYL. Part # MDBF32-150z Make: SMC,100000318,24-Sep-15,0308/15.16,2120,23-Oct-2015,1,3673,3673,15%,,0%,-,3673
2202,BM1A8S1,"Waste, Rags; Type: Cotton",100000312,24-Sep-15,0289/15.16,2202,10-Oct-2015,15,116,1740,54%,12.5% VAT,13%,226,1966
2208,BM1A8R9,Aviation Heli raft with CO2 cylinder and Demo accessories,100000311,24-Sep-15,0332/15.16,2208,2-Nov-2015,1,185000,185000,-2%,12.5% VAT,13%,24050,209050
2210,BM1A8R6,Canvas shoes Size : 10 - Make: Bata,100000310,24-Sep-15,0312/15.16,2210,24-Oct-2015,10,313,3130,19%,12.5% VAT,13%,407,3537
2210,BM1A8R7,Canvas shoes Size : 11 - Make: Moxx,100000310,24-Sep-15,0312/15.16,2210,24-Oct-2015,15,313,4695,19%,12.5% VAT,13%,610,5305
2210,BM1A8R3,Canvas shoes Size : 7 - Make: Bata,100000310,24-Sep-15,0312/15.16,2210,24-Oct-2015,5,313,1565,19%,12.5% VAT,13%,203,1768
2210,BM1A8R4,Canvas shoes Size : 8 - Make: Bata,100000310,24-Sep-15,0312/15.16,2210,24-Oct-2015,5,313,1565,19%,12.5% VAT,13%,203,1768
2210,BM1A8R5,Canvas shoes Size : 9 - Make: Bata,100000310,24-Sep-15,0312/15.16,2210,24-Oct-2015,10,313,3130,19%,12.5% VAT,13%,407,3537
2298,BM1A7N0,Film Cutter/Tape Splitter 6-1/2 In. Ylw,100000855,24-Sep-15,0412/15.16,2298,24-Dec-2015,532,161,85652,-13%,12.5% VAT,13%,11135,96787
2298,BM1A7N0,Film Cutter/Tape Splitter 6-1/2 In. Ylw,100000855,24-Sep-15,0273/15.16,2298,25-Sep-2015,468,161,75348,-17%,12.5% VAT,13%,9795,85143
1430,BM0Z0Y4,Flexible Magnetic Sheet 12inchx12inch X 1 mm Color Black,100000397,26-Sep-15,0276/15.16,1430,30-Sep-2015,10,135,1350,32%,2.0% VAT,2%,27,1377
1900,BM1A8T6,BCD Jacket Model # J800 – 1000D IST,100000330,28-Sep-15,0299/15.16,1900,19-Oct-2015,1,21500,21500,-5%,12.5% VAT,13%,2795,24295
1975,BM0O4D2,Part # GBL800E - Air Blower Make:-Bosch,200162,28-Sep-15,0325/15.16,1975,31-Oct-2015,1,4879,4879,4%,12.5% VAT,13%,634,5513
1975,BM0Z1F0,Portable Vacuum Cleaner Bosch Gas 15 L Professional,200162,28-Sep-15,0325/15.16,1975,31-Oct-2015,1,14526,14526,18%,12.5% VAT,13%,1888,16414
1975,BM0Z1H9,Ratchet box - 1/4'-Set Make-Force,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,1981,3962,24%,12.5% VAT,13%,515,4477
1975,BM0Z1I4,Tool Case Make:-Gedore,200162,28-Sep-15,0383/15.16,1975,8-Dec-2015,1,77775,77775,20%,12.5% VAT,13%,10111,87886
1975,BM0Z1I2,Torque Wrench 60-320 Nm Make:-Gedore,200162,28-Sep-15,0383/15.16,1975,8-Dec-2015,1,26559,26559,27%,12.5% VAT,13%,3453,30012
1975,BM0Z1I5,"File Set (Medium size) Make:-JK Tools size 160 mm, 12 Pcs",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,1,2338,2338,-190%,12.5% VAT,13%,304,2642
1975,BM0C8T7,"Part # 87-432-1-23 - ADJUSTABLE WRENCH, 200mm-8 Make: Stanley",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,3,410,1230,52%,12.5% VAT,13%,160,1390
1975,BM0C8F8,Part # 1-89-192 - SOCKET HEX BIT 1/2 SQ. DR. 14mm Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,194,388,52%,12.5% VAT,13%,50,438
