Chapter,Heading,Subheading,Description,Code,Internal Key,Is Service
5407,10,96,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS",54071096,18092,FALSE
5407,10,99,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS",54071099,18093,FALSE
5407,20,,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,540720,18094,FALSE
5407,20,10,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS",54072010,18095,FALSE
5407,20,20,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS",54072020,18096,FALSE
5407,20,30,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS",54072030,18097,FALSE
5407,20,40,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS",54072040,18098,FALSE
5407,20,90,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS",54072090,18099,FALSE
5407,30,,FABRICS SPECIFIED IN NOTE 9 TO SECTION XI,540730,18100,FALSE
5407,30,10,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 FABRICS SPECI",54073010,18101,FALSE
5407,30,20,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 FABRICS SPECI",54073020,18102,FALSE
5407,30,30,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 FABRICS SPECI",54073030,18103,FALSE
5407,30,40,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 FABRICS SPECI",54073040,18104,FALSE
5407,30,90,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 FABRICS SPECI",54073090,18105,FALSE
5407,41,,UNBLEACHED OR BLEACHED,540741,18106,FALSE
5407,41,11,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074111,18107,FALSE
5407,41,12,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074112,18108,FALSE
5407,41,13,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074113,18109,FALSE
5407,41,14,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074114,18110,FALSE
5407,41,19,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074119,18111,FALSE
5407,41,21,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074121,18112,FALSE
5407,41,22,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074122,18113,FALSE
5407,41,23,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074123,18114,FALSE
5407,41,24,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074124,18115,FALSE
5407,41,29,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074129,18116,FALSE
5407,42,,DYED,540742,18117,FALSE
5407,42,10,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074210,18118,FALSE
5407,42,20,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074220,18119,FALSE
5407,42,30,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074230,18120,FALSE
5407,42,40,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074240,18121,FALSE
5407,42,90,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074290,18122,FALSE
5407,44,,PRINTED,540744,18124,FALSE
5407,44,10,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074410,18125,FALSE
5407,44,20,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074420,18126,FALSE
5407,44,30,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074430,18127,FALSE
5407,44,40,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074440,18128,FALSE
5407,44,90,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54074490,18129,FALSE
5407,51,,UNBLEACHED OR BLEACHED,540751,18130,FALSE
5407,51,11,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075111,18131,FALSE
5407,51,19,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075119,18132,FALSE
5407,51,21,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075121,18133,FALSE
5407,51,29,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075129,18134,FALSE
5407,52,,DYED,540752,18135,FALSE
5407,52,10,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075210,18136,FALSE
5407,52,20,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075220,18137,FALSE
5407,52,30,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075230,18138,FALSE
5407,52,40,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075240,18139,FALSE
5407,52,90,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075290,18140,FALSE
5407,54,,PRINTED,540754,18142,FALSE
5407,54,10,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075410,18143,FALSE
5407,54,20,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075420,18144,FALSE
5407,54,30,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54075430,18145,FALSE
5407,54,90,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM WOVEN FABRICS OF SYNTHETIC FILAMENT YAR",54075490,18146,FALSE
5407,61,,CONTAINING 85% OR MORE BY WEIGHT OF NONTEXTURED POLYESTER FILAMENTS,540761,18147,FALSE
5407,61,10,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54076110,18148,FALSE
5407,61,20,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54076120,18149,FALSE
5407,61,90,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54076190,18150,FALSE
5407,71,,UNBLEACHED OR BLEACHED,540771,18152,FALSE
5407,71,10,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54077110,18153,FALSE
5407,71,20,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54077120,18154,FALSE
5407,81,,UNBLEACHED OR BLEACHED,540781,18158,FALSE
5407,81,11,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078111,18159,FALSE
5407,81,12,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078112,18160,FALSE
5407,81,13,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078113,18161,FALSE
5407,81,14,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078114,18162,FALSE
5407,81,15,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078115,18163,FALSE
5407,81,16,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078116,18164,FALSE
5407,81,19,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078119,18165,FALSE
5407,81,21,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078121,18166,FALSE
5407,81,22,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078122,18167,FALSE
5407,81,23,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078123,18168,FALSE
5407,81,24,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078124,18169,FALSE
5407,81,25,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078125,18170,FALSE
5407,81,26,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078126,18171,FALSE
5407,81,29,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078129,18172,FALSE
5407,82,,DYED,540782,18173,FALSE
5407,82,10,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078210,18174,FALSE
5407,82,20,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078220,18175,FALSE
5407,82,30,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078230,18176,FALSE
5407,82,40,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078240,18177,FALSE
5407,82,50,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078250,18178,FALSE
5407,82,60,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078260,18179,FALSE
5407,82,90,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078290,18180,FALSE
5407,84,,PRINTED,540784,18182,FALSE
5407,84,10,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078410,18183,FALSE
5407,84,20,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078420,18184,FALSE
5407,84,30,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078430,18185,FALSE
5407,84,40,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078440,18186,FALSE
5407,84,50,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078450,18187,FALSE
5407,84,60,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078460,18188,FALSE
5407,84,70,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078470,18189,FALSE
5407,84,90,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54078490,18190,FALSE
5407,91,,UNBLEACHED OR BLEACHED,540791,18191,FALSE
5407,91,10,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54079110,18192,FALSE
5407,91,20,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 OTHER WOVEN F",54079120,18193,FALSE
5408,,,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN,INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405",5408,18197,FALSE
5408,21,,UNBLEACHED OR BLEACHED,540821,18199,FALSE
5408,21,10,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405OTHER WOVEN F",54082110,18200,FALSE
5408,21,20,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405OTHER WOVEN F",54082120,18201,FALSE
5408,22,,DYED,540822,18202,FALSE
5408,22,11,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082211,18203,FALSE
5408,22,12,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082212,18204,FALSE
5408,22,13,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082213,18205,FALSE
5408,22,14,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082214,18206,FALSE
5408,22,15,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082215,18207,FALSE
5408,22,16,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082216,18208,FALSE
5408,22,17,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082217,18209,FALSE
5408,22,18,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082218,18210,FALSE
5408,22,19,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082219,18211,FALSE
5408,22,20,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082220,18212,FALSE
5408,22,90,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082290,18213,FALSE
5408,24,,PRINTED,540824,18215,FALSE
5408,24,11,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082411,18216,FALSE
5408,24,12,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082412,18217,FALSE
5408,24,13,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082413,18218,FALSE
5408,24,14,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082414,18219,FALSE
5408,24,15,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082415,18220,FALSE
5408,24,16,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082416,18221,FALSE
5408,24,17,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082417,18222,FALSE
5408,24,18,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082418,18223,FALSE
5408,24,19,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082419,18224,FALSE
5408,24,90,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54082490,18225,FALSE
5408,31,,UNBLEACHED OR BLEACHED,540831,18226,FALSE
5408,31,10,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083110,18227,FALSE
5408,31,20,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083120,18228,FALSE
5408,32,,DYED,540832,18229,FALSE
5408,32,11,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083211,18230,FALSE
5408,32,12,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083212,18231,FALSE
5408,32,13,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083213,18232,FALSE
5408,32,14,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083214,18233,FALSE
5408,32,15,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083215,18234,FALSE
5408,32,19,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083219,18235,FALSE
5408,32,90,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083290,18236,FALSE
5408,34,,PRINTED,540834,18238,FALSE
5408,34,11,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083411,18239,FALSE
5408,34,12,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083412,18240,FALSE
5408,34,13,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083413,18241,FALSE
5408,34,14,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083414,18242,FALSE
5408,34,15,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083415,18243,FALSE
5408,34,16,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083416,18244,FALSE
5408,34,17,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083417,18245,FALSE
5408,34,18,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083418,18246,FALSE
5408,34,19,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083419,18247,FALSE
5408,34,20,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083420,18248,FALSE
5408,34,90,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405 OTHER WOVEN",54083490,18249,FALSE
5501,,,"WOOL, NOT CARDED OR COMBED : SYNTHETIC FILAMENT TOW",5501,18250,FALSE
5501,90,,OTHER,550190,18255,FALSE
5501,90,10,SYNTHETIC FILAMENT TOW - OTHER : OF POLYPROPYLENE,55019010,18256,FALSE
5501,90,90,SYNTHETIC FILAMENT TOW - OTHER : OTHER,55019090,18257,FALSE
5502,,,ARTIFICIAL FILAMENT TOW,5502,18258,FALSE
5502,10,,OF CELLULOSE ACETATE;,550210,18263,FALSE
5502,10,10,VISCOSE RAYON TOW,55021010,18264,FALSE
5502,10,90,OTHER,55021090,18265,FALSE
5502,90,,OTHER;,550290,18266,FALSE
5502,90,10,VISCOSE RAYON TOW,55029010,18267,FALSE
5502,90,90,OTHER,55029090,18268,FALSE
5503,,,"SYNTHETIC STAPLE FIBRES, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - OF NYLON OR OTHER POLYAMIDES",5503,18269,FALSE
5503,90,,OTHER,550390,18276,FALSE
5503,90,10,"SYNTHETIC STAPLE FIBRES, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - OTHER : POLYVINYL STAPLE FIBRE",55039010,18277,FALSE
